sample_name	age	age_unit	altitude	altitude_m	anonymized_name	ave_group_size	body_habitat	body_product	body_site	collection_timestamp	country	depth	depth_m	description	diet	dist_nearest_neighbor	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	geo_loc_name	gut_physiology	height_or_length	height_or_length_unit	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	location	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	title	tot_mass	tot_mass_unit
963.Iguana.27.060610.BCO.vial.213	Missing: Not provided	years	0	0.0	Iguana-27_060610_BCO_vial-213	2	UBERON:feces	UBERON:feces	UBERON:feces	2010-06-06	GAZ:Panama	0	0	gut metagenome Iguana-27	herbivore	0.1	TRUE	57	57	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	78	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-27	sk__Eukaryota	8517	9.162	9.162	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	12.9	g
963.Iguana.28.052510.BCO.vial.149	Missing: Not provided	years	0	0.0	Iguana-28_052510_BCO_vial-149	1	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-25	GAZ:Panama	0	0	gut metagenome Iguana-28	herbivore	Missing: Not provided	TRUE	57	57	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	73	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-28	sk__Eukaryota	8517	9.162	9.162	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	13	g
963.Iguana.28.052910.BCO.vial.143	Missing: Not provided	years	0	0.0	Iguana-28_052910_BCO_vial-143	2	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-29	GAZ:Panama	0	0	gut metagenome Iguana-28	herbivore	1	TRUE	57	57	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	75	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-28	sk__Eukaryota	8517	9.162	9.162	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	12.7	g
963.Iguana.28.060310.BCO.vial.151	Missing: Not provided	years	0	0.0	Iguana-28_060310_BCO_vial-151	1	UBERON:feces	UBERON:feces	UBERON:feces	2010-06-03	GAZ:Panama	0	0	gut metagenome Iguana-28	herbivore	Missing: Not provided	TRUE	57	57	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	75	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-28	sk__Eukaryota	8517	9.162	9.162	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	13.7	g
963.Iguana.28.061410.BCO.vial.286	Missing: Not provided	years	0	0.0	Iguana-28_061410_BCO_vial-286	2.666667	UBERON:feces	UBERON:feces	UBERON:feces	2010-06-14	GAZ:Panama	0	0	gut metagenome Iguana-28	herbivore	0.3	TRUE	57	57	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	78	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-28	sk__Eukaryota	8517	9.162	9.162	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	15.4	g
963.Iguana.29.052710.BCO.vial.111	Missing: Not provided	years	0	0.0	Iguana-29_052710_BCO_vial-111	1	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Panama	0	0	gut metagenome Iguana-29	herbivore	Missing: Not provided	TRUE	57	57	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	71	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-29	sk__Eukaryota	8517	9.162	9.162	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	15.8	g
963.Iguana.31.052710.BCO.vial.101	Missing: Not provided	years	0	0.0	Iguana-31_052710_BCO_vial-101	3	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Panama	0	0	gut metagenome Iguana-31	herbivore	0.25	TRUE	57	57	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	76	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-31	sk__Eukaryota	8517	9.162	9.162	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE				963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	17.5	g
963.Iguana.31.053110.BCO.vial.174	Missing: Not provided	years	0	0.0	Iguana-31_053110_BCO_vail-174	3	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-31	GAZ:Panama	0	0	gut metagenome Iguana-31	herbivore	0.5	TRUE	57	57	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	74	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-31	sk__Eukaryota	8517	9.162	9.162	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	17.2	g
963.Iguana.35.052910.BCO.vial.139	Missing: Not provided	years	0	0.0	Iguana-35_052910_BCO_vial-139	3	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-29	GAZ:Panama	0	0	gut metagenome Iguana-35	herbivore	0	TRUE	57	57	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	80	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-35	sk__Eukaryota	8517	9.162	9.162	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	20.3	g
963.Iguana.36.052910.BCO.vial.125	Missing: Not provided	years	0	0.0	Iguana-36_052910_BCO_vial-125	2	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-29	GAZ:Panama	0	0	gut metagenome Iguana-36	herbivore	1	TRUE	57	57	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	76	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-36	sk__Eukaryota	8517	9.162	9.162	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	14.5	g
963.Iguana.37.053010.BCO.vial.182	Missing: Not provided	years	0	0.0	Iguana-37_053010_BCO_vial-182	1	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-30	GAZ:Panama	0	0	gut metagenome Iguana-37	herbivore	Missing: Not provided	TRUE	57	57	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	78	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-37	sk__Eukaryota	8517	9.162	9.162	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	15.8	g
963.Iguana.39.053110.BCO.vial.191	Missing: Not provided	years	0	0.0	Iguana-39_053110_BCO_vial-191	4	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-31	GAZ:Panama	0	0	gut metagenome Iguana-39	herbivore	1	TRUE	57	57	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	78	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-39	sk__Eukaryota	8517	9.162	9.162	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	16.3	g
963.Iguana.39.060610.BCO.vial.243	Missing: Not provided	years	0	0.0	Iguana-39_060610_BCO_vial-243	1	UBERON:feces	UBERON:feces	UBERON:feces	2010-06-06	GAZ:Panama	0	0	gut metagenome Iguana-39	herbivore	Missing: Not provided	TRUE	57	57	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	79	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-39	sk__Eukaryota	8517	9.162	9.162	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	17.2	g
963.Iguana.44.060410.SUR.vial.223	Missing: Not provided	years	0	0.0	Iguana-44_060410_SUR_vial-223	2	UBERON:feces	UBERON:feces	UBERON:feces	2010-06-04	GAZ:Panama	0	0	gut metagenome Iguana-44	herbivore	0	TRUE	40	40	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Nature Monument	hind gut fermenter	70	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-44	sk__Eukaryota	8517	9.187	9.187	Barro Colorado Nature Monument	-79.843	-79.843	California State University, Northridge	TRUE	TRUE				963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	13.5	g
963.Iguana.44.061010.SUR.vial.211	Missing: Not provided	years	0	0.0	Iguana-44_061010_SUR_vial-211	2	UBERON:feces	UBERON:feces	UBERON:feces	2010-06-10	GAZ:Panama	0	0	gut metagenome Iguana-44	herbivore	1	TRUE	40	40	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Nature Monument	hind gut fermenter	72	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-44	sk__Eukaryota	8517	9.187	9.187	Barro Colorado Nature Monument	-79.843	-79.843	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	14.7	g
963.Iguana.46.060910.HPT.vial.244	Missing: Not provided	years	0	0.0	Iguana-46_060910_HPT_vial-244	9	UBERON:feces	UBERON:feces	UBERON:feces	2010-06-09	GAZ:Panama	0	0	gut metagenome Iguana-46	herbivore	0.05	TRUE	30	30	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	80	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-46	sk__Eukaryota	8517	9.14	9.14	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	16.8	g
963.Iguana.47.060910.HPT.vial.246	Missing: Not provided	years	0	0.0	Iguana-47_060910_HPT_vial-246	2	UBERON:feces	UBERON:feces	UBERON:feces	2010-06-09	GAZ:Panama	0	0	gut metagenome Iguana-47	herbivore	0.25	TRUE	30	30	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	67	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-47	sk__Eukaryota	8517	9.14	9.14	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	13	g
963.Iguana.48.060910.HPT.vial.205	Missing: Not provided	years	0	0.0	Iguana-48_060910_HPT_vial-205	2	UBERON:feces	UBERON:feces	UBERON:feces	2010-06-09	GAZ:Panama	0	0	gut metagenome Iguana-48	herbivore	0.25	TRUE	30	30	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	72	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-48	sk__Eukaryota	8517	9.14	9.14	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	14.3	g
963.Iguana.49.060910.HPT.vial.226	Missing: Not provided	years	0	0.0	Iguana-49_060910_HPT_vial-226	1	UBERON:feces	UBERON:feces	UBERON:feces	2010-06-09	GAZ:Panama	0	0	gut metagenome Iguana-49	herbivore	Missing: Not provided	TRUE	30	30	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	76	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-49	sk__Eukaryota	8517	9.14	9.14	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	12.3	g
963.Iguana.50.060910.HPT.vial.207	Missing: Not provided	years	0	0.0	Iguana-50_060910_HPT_vial-207	1	UBERON:feces	UBERON:feces	UBERON:feces	2010-06-09	GAZ:Panama	0	0	gut metagenome Iguana-50	herbivore	Missing: Not provided	TRUE	30	30	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	75	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-50	sk__Eukaryota	8517	9.14	9.14	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	14.5	g
963.Iguana.51.061010.SUR.vial.224	Missing: Not provided	years	0	0.0	Iguana-51_061010_SUR_vial-224	1	UBERON:feces	UBERON:feces	UBERON:feces	2010-06-10	GAZ:Panama	0	0	gut metagenome Iguana-51	herbivore	Missing: Not provided	TRUE	40	40	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Nature Monument	hind gut fermenter	78	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-51	sk__Eukaryota	8517	9.187	9.187	Barro Colorado Nature Monument	-79.843	-79.843	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	16	g
963.Iguana.53.061010.BCP.vial.204	Missing: Not provided	years	0	0.0	Iguana-53_061010_BCP_vial-204	2	UBERON:feces	UBERON:feces	UBERON:feces	2010-06-10	GAZ:Panama	0	0	gut metagenome Iguana-53	herbivore	0.25	TRUE	38	38	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	76	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-53	sk__Eukaryota	8517	9.159	9.159	Barro Colorado Island	-79.82	-79.82	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	15.3	g
963.Iguana.54.062110.HPT.vial.260	Missing: Not provided	years	0	0.0	Iguana-54_062110_HPT_vial-260	4	UBERON:feces	UBERON:feces	UBERON:feces	2010-06-21	GAZ:Panama	0	0	gut metagenome Iguana-54	herbivore	1.5	TRUE	30	30	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	71	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-54	sk__Eukaryota	8517	9.14	9.14	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	18.2	g
963.Iguana.57.061710.BCO.vial.268	Missing: Not provided	years	0	0.0	Iguana-57_061710_BCO_vial-268	2	UBERON:feces	UBERON:feces	UBERON:feces	2010-06-17	GAZ:Panama	0	0	gut metagenome Iguana-57	herbivore	0.5	TRUE	57	57	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	73	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-57	sk__Eukaryota	8517	9.162	9.162	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	13	g
963.Iguana.61.062310.PBP.vial.257	Missing: Not provided	years	0	0.0	Iguana-61_062310_PBP_vial-257	2	UBERON:feces	UBERON:feces	UBERON:feces	2010-06-23	GAZ:Panama	0	0	gut metagenome Iguana-61	herbivore	2	TRUE	31	31	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	80	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-61	sk__Eukaryota	8517	9.171	9.171	Barro Colorado Island	-79.87	-79.87	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	17.8	g
963.Iguana.63.062410.BCO.vial.283	Missing: Not provided	years	0	0.0	Iguana-63_062410_BCO_vial-283	3	UBERON:feces	UBERON:feces	UBERON:feces	2010-06-24	GAZ:Panama	0	0	gut metagenome Iguana-63	herbivore	1	TRUE	57	57	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	85	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-63	sk__Eukaryota	8517	9.162	9.162	Barro Colorado Island	-79.829	-79.829	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	23	g
963.Iguana.64.062510.BCP.vial.303	Missing: Not provided	years	0	0.0	Iguana-64_062510_BCP_vial-303	2	UBERON:feces	UBERON:feces	UBERON:feces	2011-06-25	GAZ:Panama	0	0	gut metagenome Iguana-64	herbivore	0.5	TRUE	38	38	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	86	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-64	sk__Eukaryota	8517	9.159	9.159	Barro Colorado Island	-79.82	-79.82	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	23.3	g
963.Iguana.78.050411.LAB.vial.528	Missing: Not provided	years	0	0.0	Iguana-78_050411_LAB_vial-528	2	UBERON:feces	UBERON:feces	UBERON:feces	2011-05-04	GAZ:Panama	0	0	gut metagenome Iguana-78	herbivore	2.5	TRUE	55	55	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	TRUE	Panama:Barro Colorado Island	hind gut fermenter	74	mm	c__	common iguana	f__Iguanidae	g__Iguana	k__Metazoa	o__Squamata	p__Chordata	Iguana iguana	s__Iguana_iguana	Iguana-78	sk__Eukaryota	8517	9.166	9.166	Barro Colorado Island	-79.837	-79.837	California State University, Northridge	TRUE	TRUE	Host-associated	Animal	Animal distal gut	963	gut metagenome	749906	stool	gut metagenome	Missing: Not provided	Green Iguana hindgut microbiome	14.25	g
