sample_name	altitude_m	anonymized_name	collection_timestamp	country	depth	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	geo_loc_name	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	light_kilolux_7days	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	taxon_id	temp	temperature_deg_c	title
933.T.1.3.S.E.4	0.0	UNSW0134	2011-04-05	GAZ:Australia	9.6	9.6	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0134	sk__Eukaryota	309355	-43.42568	-43.42568	114.1844	147.02323	147.02323	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	14.32	14.32	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.1.3.S.E.5	0.0	UNSW0135	2011-04-05	GAZ:Australia	9.6	9.6	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0135	sk__Eukaryota	309355	-43.42568	-43.42568	114.1844	147.02323	147.02323	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	14.32	14.32	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.1.H.E.1	0.0	UNSW0146	2011-04-06	GAZ:Australia	10.6	10.6	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0146	sk__Eukaryota	309355	-41.908767	-41.908767	438.5781	148.321267	148.321267	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	15.12	15.12	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.1.H.E.2	0.0	UNSW0147	2011-04-06	GAZ:Australia	10.6	10.6	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0147	sk__Eukaryota	309355	-41.908767	-41.908767	438.5781	148.321267	148.321267	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	15.12	15.12	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.1.H.E.3	0.0	UNSW0148	2011-04-06	GAZ:Australia	10.6	10.6	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0148	sk__Eukaryota	309355	-41.908767	-41.908767	438.5781	148.321267	148.321267	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	15.12	15.12	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.1.H.E.4	0.0	UNSW0149	2011-04-06	GAZ:Australia	10.6	10.6	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0149	sk__Eukaryota	309355	-41.908767	-41.908767	438.5781	148.321267	148.321267	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	15.12	15.12	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.1.H.E.5	0.0	UNSW0150	2011-04-06	GAZ:Australia	10.6	10.6	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0150	sk__Eukaryota	309355	-41.908767	-41.908767	438.5781	148.321267	148.321267	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	15.12	15.12	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.1.H.P.1	0.0	UNSW0156	2011-04-06	GAZ:Australia	10.6	10.6	DNA from surface swab of Phyllospora comosa seaweed	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Seirococcaceae	g__Phyllospora	k__	o__Fucales	p__Phaeophyceae	Phyllospora comosa	s__Phyllospora_comosa	UNSW0156	sk__Eukaryota	112068	-41.908767	-41.908767	438.5781	148.321267	148.321267	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	biofilm	algae metagenome	1300146	15.12	15.12	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.1.H.P.2	0.0	UNSW0157	2011-04-06	GAZ:Australia	10.6	10.6	DNA from surface swab of Phyllospora comosa seaweed	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Seirococcaceae	g__Phyllospora	k__	o__Fucales	p__Phaeophyceae	Phyllospora comosa	s__Phyllospora_comosa	UNSW0157	sk__Eukaryota	112068	-41.908767	-41.908767	438.5781	148.321267	148.321267	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	biofilm	algae metagenome	1300146	15.12	15.12	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.1.H.P.3	0.0	UNSW0158	2011-04-06	GAZ:Australia	10.6	10.6	DNA from surface swab of Phyllospora comosa seaweed	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Seirococcaceae	g__Phyllospora	k__	o__Fucales	p__Phaeophyceae	Phyllospora comosa	s__Phyllospora_comosa	UNSW0158	sk__Eukaryota	112068	-41.908767	-41.908767	438.5781	148.321267	148.321267	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	biofilm	algae metagenome	1300146	15.12	15.12	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.1.H.P.4	0.0	UNSW0159	2011-04-06	GAZ:Australia	10.6	10.6	DNA from surface swab of Phyllospora comosa seaweed	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Seirococcaceae	g__Phyllospora	k__	o__Fucales	p__Phaeophyceae	Phyllospora comosa	s__Phyllospora_comosa	UNSW0159	sk__Eukaryota	112068	-41.908767	-41.908767	438.5781	148.321267	148.321267	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	biofilm	algae metagenome	1300146	15.12	15.12	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.1.H.P.5	0.0	UNSW0160	2011-04-06	GAZ:Australia	10.6	10.6	DNA from surface swab of Phyllospora comosa seaweed	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Seirococcaceae	g__Phyllospora	k__	o__Fucales	p__Phaeophyceae	Phyllospora comosa	s__Phyllospora_comosa	UNSW0160	sk__Eukaryota	112068	-41.908767	-41.908767	438.5781	148.321267	148.321267	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	biofilm	algae metagenome	1300146	15.12	15.12	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.1.S.E.1	0.0	UNSW0151	2011-04-06	GAZ:Australia	10.6	10.6	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0151	sk__Eukaryota	309355	-41.908767	-41.908767	438.5781	148.321267	148.321267	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	15.12	15.12	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.1.S.E.2	0.0	UNSW0152	2011-04-06	GAZ:Australia	10.6	10.6	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0152	sk__Eukaryota	309355	-41.908767	-41.908767	438.5781	148.321267	148.321267	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	15.12	15.12	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.1.S.E.3	0.0	UNSW0153	2011-04-06	GAZ:Australia	10.6	10.6	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0153	sk__Eukaryota	309355	-41.908767	-41.908767	438.5781	148.321267	148.321267	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	15.12	15.12	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.1.S.E.4	0.0	UNSW0154	2011-04-06	GAZ:Australia	10.6	10.6	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0154	sk__Eukaryota	309355	-41.908767	-41.908767	438.5781	148.321267	148.321267	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	15.12	15.12	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.1.S.E.5	0.0	UNSW0155	2011-04-06	GAZ:Australia	10.6	10.6	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0155	sk__Eukaryota	309355	-41.908767	-41.908767	438.5781	148.321267	148.321267	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	15.12	15.12	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.2.H.E.1	0.0	UNSW0166	2011-04-06	GAZ:Australia	9.7	9.7	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0166	sk__Eukaryota	309355	-41.86463	-41.86463	545.5707	148.278567	148.278567	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	15.24	15.24	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.2.H.E.2	0.0	UNSW0167	2011-04-06	GAZ:Australia	9.7	9.7	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0167	sk__Eukaryota	309355	-41.86463	-41.86463	545.5707	148.278567	148.278567	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	15.24	15.24	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.2.H.E.3	0.0	UNSW0168	2011-04-06	GAZ:Australia	9.7	9.7	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0168	sk__Eukaryota	309355	-41.86463	-41.86463	545.5707	148.278567	148.278567	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	15.24	15.24	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.2.H.E.4	0.0	UNSW0169	2011-04-06	GAZ:Australia	9.7	9.7	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0169	sk__Eukaryota	309355	-41.86463	-41.86463	545.5707	148.278567	148.278567	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	15.24	15.24	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.2.H.E.5	0.0	UNSW0170	2011-04-06	GAZ:Australia	9.7	9.7	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0170	sk__Eukaryota	309355	-41.86463	-41.86463	545.5707	148.278567	148.278567	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	15.24	15.24	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.2.H.P.1	0.0	UNSW0176	2011-04-06	GAZ:Australia	9.7	9.7	DNA from surface swab of Phyllospora comosa seaweed	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Seirococcaceae	g__Phyllospora	k__	o__Fucales	p__Phaeophyceae	Phyllospora comosa	s__Phyllospora_comosa	UNSW0176	sk__Eukaryota	112068	-41.86463	-41.86463	545.5707	148.278567	148.278567	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	biofilm	algae metagenome	1300146	15.24	15.24	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.2.H.P.2	0.0	UNSW0177	2011-04-06	GAZ:Australia	9.7	9.7	DNA from surface swab of Phyllospora comosa seaweed	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Seirococcaceae	g__Phyllospora	k__	o__Fucales	p__Phaeophyceae	Phyllospora comosa	s__Phyllospora_comosa	UNSW0177	sk__Eukaryota	112068	-41.86463	-41.86463	545.5707	148.278567	148.278567	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	biofilm	algae metagenome	1300146	15.24	15.24	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.2.H.P.3	0.0	UNSW0178	2011-04-06	GAZ:Australia	9.7	9.7	DNA from surface swab of Phyllospora comosa seaweed	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Seirococcaceae	g__Phyllospora	k__	o__Fucales	p__Phaeophyceae	Phyllospora comosa	s__Phyllospora_comosa	UNSW0178	sk__Eukaryota	112068	-41.86463	-41.86463	545.5707	148.278567	148.278567	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	biofilm	algae metagenome	1300146	15.24	15.24	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.2.H.P.4	0.0	UNSW0179	2011-04-06	GAZ:Australia	9.7	9.7	DNA from surface swab of Phyllospora comosa seaweed	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Seirococcaceae	g__Phyllospora	k__	o__Fucales	p__Phaeophyceae	Phyllospora comosa	s__Phyllospora_comosa	UNSW0179	sk__Eukaryota	112068	-41.86463	-41.86463	545.5707	148.278567	148.278567	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	biofilm	algae metagenome	1300146	15.24	15.24	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.2.H.P.5	0.0	UNSW0180	2011-04-06	GAZ:Australia	9.7	9.7	DNA from surface swab of Phyllospora comosa seaweed	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Seirococcaceae	g__Phyllospora	k__	o__Fucales	p__Phaeophyceae	Phyllospora comosa	s__Phyllospora_comosa	UNSW0180	sk__Eukaryota	112068	-41.86463	-41.86463	545.5707	148.278567	148.278567	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	biofilm	algae metagenome	1300146	15.24	15.24	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.2.S.E.1	0.0	UNSW0171	2011-04-06	GAZ:Australia	9.7	9.7	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0171	sk__Eukaryota	309355	-41.86463	-41.86463	545.5707	148.278567	148.278567	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	15.24	15.24	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.2.S.E.2	0.0	UNSW0172	2011-04-06	GAZ:Australia	9.7	9.7	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0172	sk__Eukaryota	309355	-41.86463	-41.86463	545.5707	148.278567	148.278567	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	15.24	15.24	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.2.S.E.3	0.0	UNSW0173	2011-04-06	GAZ:Australia	9.7	9.7	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0173	sk__Eukaryota	309355	-41.86463	-41.86463	545.5707	148.278567	148.278567	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	15.24	15.24	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.2.S.E.4	0.0	UNSW0174	2011-04-06	GAZ:Australia	9.7	9.7	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0174	sk__Eukaryota	309355	-41.86463	-41.86463	545.5707	148.278567	148.278567	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	15.24	15.24	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.2.S.E.5	0.0	UNSW0175	2011-04-06	GAZ:Australia	9.7	9.7	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0175	sk__Eukaryota	309355	-41.86463	-41.86463	545.5707	148.278567	148.278567	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	15.24	15.24	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.3.H.E.1	0.0	UNSW0186	2011-04-06	GAZ:Australia	8.1	8.1	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0186	sk__Eukaryota	309355	-41.8693167	-41.8693167	528.5739	148.303	148.303	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	15.36	15.36	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
933.T.2.3.H.E.2	0.0	UNSW0187	2011-04-06	GAZ:Australia	8.1	8.1	DNA from surface swab of Ecklonia radiata kelp	TRUE	0	0	True	EMP sample	Host-associated	Plant	Plant surface	marine biome	kelp forest	biofilm	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	Australia	c__	Not applicable	f__Lessoniaceae	g__Ecklonia	k__	o__Laminariales	p__Phaeophyceae	Ecklonia radiata	s__Ecklonia_radiata	UNSW0187	sk__Eukaryota	309355	-41.8693167	-41.8693167	528.5739	148.303	148.303	UNSW	TRUE	TRUE	Host-associated	Plant	Plant surface	933	biofilm metagenome	718308	kelp mucus	algae metagenome	1300146	15.36	15.36	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography
