sample_name	adult	altitude_m	anonymized_name	body_habitat	body_product	body_site	clean_bat_bag	collection_timestamp	country	depth	depth_m	description	diet	diet_description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	health_status	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	longitude	longitude_deg	overnight_bat_bag	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	site	title
1734.LD.NBS1073B		0.0	LD.NBS1073B	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-27	GAZ:Belize	0	0	LD.NBS1073B	Carnivore	Insectivore Insects	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	Davy's naked-backed bat	f__Mormoopidae	g__Pteronotus	k__Metazoa	o__Chiroptera	p__Chordata	Pteronotus davyi	s__Pteronotus_davyi	NBS1073B	sk__Eukaryota	94956	17.746	17.746	-88.065	-88.065		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	female	Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.NBS1074E		0.0	LD.NBS1074E	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-27	GAZ:Belize	0	0	LD.NBS1074E	Carnivore	Insectivore Insects	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	Argentine brown bat	f__Vespertilionidae	g__Eptesicus	k__Metazoa	o__Chiroptera	p__Chordata	Eptesicus furinalis	s__Eptesicus_furinalis	NBS1074E	sk__Eukaryota	124746	17.746	17.746	-88.065	-88.065		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	male	Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.NBS1076E		0.0	LD.NBS1076E	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-27	GAZ:Belize	0	0	LD.NBS1076E	Carnivore	Piscivore fish	true	84.0	84.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	greater bulldog bat	f__Noctilionidae	g__Noctilio	k__Metazoa	o__Chiroptera	p__Chordata	Noctilio leporinus	s__Noctilio_leporinus	NBS1076E	sk__Eukaryota	94963	17.81	17.81	-88.725	-88.725		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	female	Kakabiche	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.NBS1079E		0.0	LD.NBS1079E	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-27	GAZ:Belize	0	0	LD.NBS1079E	Carnivore	Insectivore Insects	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	elegant Myotis	f__Vespertilionidae	g__Myotis	k__Metazoa	o__Chiroptera	p__Chordata	Myotis elegans	s__Myotis_elegans	NBS1079E	sk__Eukaryota	258937	17.746	17.746	-88.065	-88.065		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	male	Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.NBS1080E		0.0	LD.NBS1080E	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-27	GAZ:Belize	0	0	LD.NBS1080E	Carnivore	Insectivore Insects	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	Yucatan yellow bat	f__Vespertilionidae	g__Rhogeessa	k__Metazoa	o__Chiroptera	p__Chordata	Rhogeessa aeneus	s__Rhogeessa_aeneus	NBS1080E	sk__Eukaryota	258950	17.746	17.746	-88.065	-88.065		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	female	Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.NBS1081E		0.0	LD.NBS1081E	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-27	GAZ:Belize	0	0	LD.NBS1081E	Herbivore	Frugivore Fruits	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	great fruit-eating bat	f__Phyllostomidae	g__Artibeus	k__Metazoa	o__Chiroptera	p__Chordata	Artibeus lituratus	s__Artibeus_lituratus	NBS1081E	sk__Eukaryota	27634	17.81	17.81	-88.725	-88.725		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	female	Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.NBS1083E		0.0	LD.NBS1083E	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-27	GAZ:Belize	0	0	LD.NBS1083E	Herbivore	Frugivore Fruits	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	Not applicable	f__Phyllostomidae	g__Carollia	k__Metazoa	o__Chiroptera	p__Chordata	Carollia sowelli	s__Carollia_sowelli	NBS1083E	sk__Eukaryota	208969	17.746	17.746	-88.065	-88.065		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	female	Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.NBS1084B		0.0	LD.NBS1084B	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-27	GAZ:Belize	0	0	LD.NBS1084B	Carnivore	Insectivore Insects	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	ghost-faced bat	f__Mormoopidae	g__Mormoops	k__Metazoa	o__Chiroptera	p__Chordata	Mormoops megalophylla	s__Mormoops_megalophylla	NBS1084B	sk__Eukaryota	59460	17.746	17.746	-88.065	-88.065		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	male	Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.NBS1086E		0.0	LD.NBS1086E	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-28	GAZ:Belize	0	0	LD.NBS1086E	Carnivore	Insectivore Insects	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	Van Gelder's bat	f__Vespertilionidae	g__Antrozous	k__Metazoa	o__Chiroptera	p__Chordata	Antrozous dubiaquercus	s__Antrozous_dubiaquercus	NBS1086E	sk__Eukaryota	249033	17.746	17.746	-88.065	-88.065		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	male	Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.NBS1088B		0.0	LD.NBS1088B	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-28	GAZ:Belize	0	0	LD.NBS1088B	Carnivore	Insectivore Insects	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	ghost-faced bat	f__Mormoopidae	g__Mormoops	k__Metazoa	o__Chiroptera	p__Chordata	Mormoops megalophylla	s__Mormoops_megalophylla	NBS1088B	sk__Eukaryota	59460	17.746	17.746	-88.065	-88.065		CCME	true	true				1734	gut metagenome	749906	pellet	bat metagenome	male	Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.NBS1089B		0.0	LD.NBS1089B	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-28	GAZ:Belize	0	0	LD.NBS1089B	Carnivore	Insectivore Insects	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	ghost-faced bat	f__Mormoopidae	g__Mormoops	k__Metazoa	o__Chiroptera	p__Chordata	Mormoops megalophylla	s__Mormoops_megalophylla	NBS1089B	sk__Eukaryota	59460	17.746	17.746	-88.065	-88.065		CCME	true	true				1734	gut metagenome	749906	pellet	bat metagenome	male	Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.Perkap1		0.0	LD.NBS1089B	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-28	GAZ:Belize	0	0	LD.NBS1089B	Carnivore	Insectivore Insects	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	ghost-faced bat	f__Mormoopidae	g__Mormoops	k__Metazoa	o__Chiroptera	p__Chordata	Mormoops megalophylla	s__Mormoops_megalophylla	NBS1089B	sk__Eukaryota	59460	17.746	17.746	-88.065	-88.065		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	male	Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.Ptepar1		0.0	LD.Perkap1	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-26	GAZ:Belize	0	0	LD.Perkap1	Carnivore	Insectivore Insects	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	greater dog-like bat	f__Emballonuridae	g__Peropteryx	k__Metazoa	o__Chiroptera	p__Chordata	Peropteryx kappleri	s__Peropteryx_kappleri	Perkap1	sk__Eukaryota	249014	17.81	17.81	-88.725	-88.725	bat in bag overnight	CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome		Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.Ptepar2		0.0	LD.Ptepar1	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-24	GAZ:Belize	0	0	LD.Ptepar1	Carnivore	Insectivore Insects	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	Parnell's mustached bat	f__Mormoopidae	g__Pteronotus	k__Metazoa	o__Chiroptera	p__Chordata	Pteronotus parnellii	s__Pteronotus_parnellii	Ptepar1	sk__Eukaryota	59476	17.746	17.746	-88.065	-88.065	bat in bag overnight	CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome		Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.QCAZ.M50990		0.0	LD.Ptepar2	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-26	GAZ:Belize	0	0	LD.Ptepar2	Carnivore	Insectivore Insects	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	Parnell's mustached bat	f__Mormoopidae	g__Pteronotus	k__Metazoa	o__Chiroptera	p__Chordata	Pteronotus parnellii	s__Pteronotus_parnellii	Ptepar2	sk__Eukaryota	59476	17.746	17.746	-88.065	-88.065	bat in bag overnight	CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome		Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.QCAZ.M50991		0.0	LD.QCAZ.M50990	UBERON:feces	UBERON:feces	UBERON:feces	true	2011-08-23	GAZ:Ecuador	0	0	LD.QCAZ.M50990	Herbivore	Frugivore Fruits	true	1277.0	1277.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	Not applicable	f__Phyllostomidae	g__Sturnira	k__Metazoa	o__Chiroptera	p__Chordata	Sturnira erythromos	s__Sturnira_erythromos	QCAZ-M50990	sk__Eukaryota	192403	-0.693	-0.693	-77.818	-77.818		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	female	Sarayacu	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.QCAZ.M50993		0.0	LD.QCAZ.M50991	UBERON:feces	UBERON:feces	UBERON:feces	true	2011-08-23	GAZ:Ecuador	0	0	LD.QCAZ.M50991	Herbivore	Frugivore Fruits	true	1277.0	1277.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	Not applicable	f__Phyllostomidae	g__Carollia	k__Metazoa	o__Chiroptera	p__Chordata	Carollia brevicauda	s__Carollia_brevicauda	QCAZ-M50991	sk__Eukaryota	138695	-0.693	-0.693	-77.818	-77.818		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	female	Sarayacu	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.QCAZ.M51303		0.0	LD.QCAZ.M50993	UBERON:feces	UBERON:feces	UBERON:feces	true	2011-08-23	GAZ:Ecuador	0	0	LD.QCAZ.M50993	Herbivore	Nectivore Nectar	true	1277.0	1277.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	lesser long-tailed bat	f__Phyllostomidae	g__Choeroniscus	k__Metazoa	o__Chiroptera	p__Chordata	Choeroniscus minor	s__Choeroniscus_minor	QCAZ-M50993	sk__Eukaryota	249003	-0.693	-0.693	-77.818	-77.818		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	male	Sarayacu	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.QCAZ.M51304		0.0	LD.QCAZ.M51303	UBERON:feces	UBERON:feces	UBERON:feces	true	2011-08-24	GAZ:Ecuador	0	0	LD.QCAZ.M51303	Herbivore	Frugivore Fruits	true	1277.0	1277.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	Not applicable	f__Phyllostomidae	g__Sturnira	k__Metazoa	o__Chiroptera	p__Chordata	Sturnira erythromos	s__Sturnira_erythromos	QCAZ-M51303	sk__Eukaryota	192403	-0.693	-0.693	-77.818	-77.818		CCME	true	true				1734	gut metagenome	749906	pellet	bat metagenome	female	Sarayacu	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.QCAZ.M51306		0.0	LD.QCAZ.M51304	UBERON:feces	UBERON:feces	UBERON:feces	true	2011-08-24	GAZ:Ecuador	0	0	LD.QCAZ.M51304	Omnivore	Nectivore Nectar  insects  fruit	true	1277.0	1277.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	Handley's tailless bat	f__Phyllostomidae	g__Anoura	k__Metazoa	o__Chiroptera	p__Chordata	Anoura cultrata	s__Anoura_cultrata	QCAZ-M51304	sk__Eukaryota	999941	-0.693	-0.693	-77.818	-77.818		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	male	Sarayacu	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.QCAZ.M51307		0.0	LD.QCAZ.M51306	UBERON:feces	UBERON:feces	UBERON:feces	true	2011-08-24	GAZ:Ecuador	0	0	LD.QCAZ.M51306	Carnivore	Sanguivore blood	true	1277.0	1277.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	common vampire bat	f__Phyllostomidae	g__Desmodus	k__Metazoa	o__Chiroptera	p__Chordata	Desmodus rotundus	s__Desmodus_rotundus	QCAZ-M51306	sk__Eukaryota	9430	-0.693	-0.693	-77.818	-77.818		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	female	Sarayacu	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.QCAZ.M51309		0.0	LD.QCAZ.M51307	UBERON:feces	UBERON:feces	UBERON:feces	true	2011-08-27	GAZ:Ecuador	0	0	LD.QCAZ.M51307	Herbivore	Nectivore Nectar	true	1277.0	1277.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	lesser long-tailed bat	f__Phyllostomidae	g__Choeroniscus	k__Metazoa	o__Chiroptera	p__Chordata	Choeroniscus minor	s__Choeroniscus_minor	QCAZ-M51307	sk__Eukaryota	249003	-0.693	-0.693	-77.818	-77.818		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	male	Sarayacu	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.Sl1		0.0	LD.QCAZ.M51309	UBERON:feces	UBERON:feces	UBERON:feces	true	2011-08-27	GAZ:Ecuador	0	0	LD.QCAZ.M51309	Herbivore	Frugivore Fruits	true	1277.0	1277.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	silver fruit-eating bat	f__Phyllostomidae	g__Artibeus	k__Metazoa	o__Chiroptera	p__Chordata	Artibeus glaucus	s__Artibeus_glaucus	QCAZ-M51309	sk__Eukaryota	40226	-0.693	-0.693	-77.818	-77.818		CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome	male	Sarayacu	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.Stulil2		0.0	LD.Sl1	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-24	GAZ:Belize	0	0	LD.Sl1	Omnivore	Frugivore Fruits  insects	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	little yellow-shouldered bat	f__Phyllostomidae	g__Sturnira	k__Metazoa	o__Chiroptera	p__Chordata	Sturnira lilium	s__Sturnira_lilium	Sl1	sk__Eukaryota	27660	17.746	17.746	-88.065	-88.065	bat in bag overnight	CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome		Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
1734.LD.Urobil1		0.0	LD.Stulil2	UBERON:feces	UBERON:feces	UBERON:feces	true	2012-04-26	GAZ:Belize	0	0	LD.Stulil2	Omnivore	Frugivore Fruits  insects	true	36.0	36.0	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	Not applicable		c__Mammalia	little yellow-shouldered bat	f__Phyllostomidae	g__Sturnira	k__Metazoa	o__Chiroptera	p__Chordata	Sturnira lilium	s__Sturnira_lilium	Stulil2	sk__Eukaryota	27660	17.746	17.746	-88.065	-88.065	bat in bag overnight	CCME	true	true	Host-associated	Animal	Animal distal gut	1734	gut metagenome	749906	pellet	bat metagenome		Lamanai	Gut microbiota of phyllostomid bats that span a breadth of diets
