sample_name	adult_diet	altitude_m	annual_season_precpt	annual_season_temp	anonymized_name	arachnid	barometric_presure	blood	carb_nitro_ratio	class	cmin_rate	collection_timestamp	country	depth	depth_m	description	dew_point_temp	diet	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	end_time	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	family	general_diet	genus_species	geo_loc_name	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	insect	land_use	latitude	latitude_deg	longitude	longitude_deg	max_wind_speed	order_tax	ph	ph_meth	phloem	physical_specimen_location	physical_specimen_remaining	place	public	qiita_study_id	relative_humidity	sample_scientific_name	sample_set	sample_taxid	sample_type	scientific_name	silt_clay	soil_moisture_deficit	soil_type	solar_radiation	specific_location	specific_location_name	start_time	superorder	taxon_id	temp	temperature_deg_c	texture	title	tot_nitro	tot_org_carb	tot_org_nitro	wind_cardinal_directions	wind_speed
1521.EB068.s.6.1.sequences	Not applicable	0.0	Not applicable	Not applicable	EB068	Not applicable	Missing: Not provided	Not applicable	Missing: Not provided	Not applicable	Not applicable	Not applicable	GAZ:Tanzania	0	Not applicable	soil sample EB068	0	Not applicable	TRUE	737	737.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	Not applicable	shrubland biome	grassland soil	soil	soil	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	TRUE	Not applicable	Not applicable	Not applicable	Tanzania	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	EB068	Not applicable	Not applicable	Not applicable	Not applicable	-6.94	-6.94	36.12	36.12	Not applicable	Not applicable	Not applicable	electrode		CCME	FALSE	Not applicable	TRUE	1521	Not applicable	soil metagenome	African soils	410658	soil	soil metagenome	Missing: Not provided	Missing: Not provided	Missing: Not provided	Not applicable	Chin Dodoma sub-soil	Chin Dodoma sub-soil	Not applicable	Missing: Not provided	410658	Missing: Not provided	Not applicable	Missing: Not provided	Samples presented at EMP conference June 2011 Shenzhen	Missing: Not provided	Missing: Not provided	Missing: Not provided		Not applicable
1521.EB069.s.6.1.sequences	Not applicable	0.0	Not applicable	Not applicable	EB069	Not applicable	Missing: Not provided	Not applicable	Missing: Not provided	Not applicable	Not applicable	Not applicable	GAZ:Tanzania	0	Not applicable	soil sample EB069	0	Not applicable	TRUE	737	737.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	Not applicable	shrubland biome	grassland soil	soil	soil	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	TRUE	Not applicable	Not applicable	Not applicable	Tanzania	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	EB069	Not applicable	Not applicable	Not applicable	Not applicable	-6.91	-6.91	36.12	36.12	Not applicable	Not applicable	Not applicable	electrode		CCME	FALSE	Not applicable	TRUE	1521	Not applicable	soil metagenome	African soils	410658	soil	soil metagenome	Missing: Not provided	Missing: Not provided	Missing: Not provided	Not applicable	Chin Dodoma top-soil	Chin Dodoma top-soil	Not applicable	Missing: Not provided	410658	Missing: Not provided	Not applicable	Missing: Not provided	Samples presented at EMP conference June 2011 Shenzhen	Missing: Not provided	Missing: Not provided	Missing: Not provided		Not applicable
1521.EB070.s.6.1.sequences	Not applicable	0.0	Not applicable	Not applicable	EB070	Not applicable	Missing: Not provided	Not applicable	Missing: Not provided	Not applicable	Not applicable	Not applicable	GAZ:Tanzania	0	Not applicable	soil sample EB070	0	Not applicable	TRUE	737	737.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	Not applicable	shrubland biome	grassland soil	soil	soil	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	TRUE	Not applicable	Not applicable	Not applicable	Tanzania	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	EB070	Not applicable	Not applicable	Not applicable	Not applicable	-6.91	-6.91	36.12	36.12	Not applicable	Not applicable	Not applicable	electrode		CCME	FALSE	Not applicable	TRUE	1521	Not applicable	soil metagenome	African soils	410658	soil	soil metagenome	Missing: Not provided	Missing: Not provided	Missing: Not provided	Not applicable	Chin Dodoma sub-soil	Chin Dodoma sub-soil	Not applicable	Missing: Not provided	410658	Missing: Not provided	Not applicable	Missing: Not provided	Samples presented at EMP conference June 2011 Shenzhen	Missing: Not provided	Missing: Not provided	Missing: Not provided		Not applicable
1521.EB071.s.6.1.sequences	Not applicable	0.0	Not applicable	Not applicable	EB071	Not applicable	Missing: Not provided	Not applicable	Missing: Not provided	Not applicable	Not applicable	Not applicable	GAZ:Tanzania	0	Not applicable	soil sample EB071	0	Not applicable	TRUE	737	737.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	Not applicable	shrubland biome	grassland soil	soil	soil	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	TRUE	Not applicable	Not applicable	Not applicable	Tanzania	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	EB071	Not applicable	Not applicable	Not applicable	Not applicable	-6.89	-6.89	36.12	36.12	Not applicable	Not applicable	Not applicable	electrode		CCME	FALSE	Not applicable	TRUE	1521	Not applicable	soil metagenome	African soils	410658	soil	soil metagenome	Missing: Not provided	Missing: Not provided	Missing: Not provided	Not applicable	Chin Dodoma top-soil	Chin Dodoma top-soil	Not applicable	Missing: Not provided	410658	Missing: Not provided	Not applicable	Missing: Not provided	Samples presented at EMP conference June 2011 Shenzhen	Missing: Not provided	Missing: Not provided	Missing: Not provided		Not applicable
1521.EB072.s.6.1.sequences	Not applicable	0.0	Not applicable	Not applicable	EB072	Not applicable	Missing: Not provided	Not applicable	Missing: Not provided	Not applicable	Not applicable	Not applicable	GAZ:Tanzania	0	Not applicable	soil sample EB072	0	Not applicable	TRUE	737	737.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	Not applicable	shrubland biome	grassland soil	soil	soil	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	TRUE	Not applicable	Not applicable	Not applicable	Tanzania	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	EB072	Not applicable	Not applicable	Not applicable	Not applicable	-6.89	-6.89	36.12	36.12	Not applicable	Not applicable	Not applicable	electrode		CCME	FALSE	Not applicable	TRUE	1521	Not applicable	soil metagenome	African soils	410658	soil	soil metagenome	Missing: Not provided	Missing: Not provided	Missing: Not provided	Not applicable	Chin Dodoma sub-soil	Chin Dodoma sub-soil	Not applicable	Missing: Not provided	410658	Missing: Not provided	Not applicable	Missing: Not provided	Samples presented at EMP conference June 2011 Shenzhen	Missing: Not provided	Missing: Not provided	Missing: Not provided		Not applicable
1521.EB073.s.6.1.sequences	Not applicable	0.0	Not applicable	Not applicable	EB073	Not applicable	Missing: Not provided	Not applicable	Missing: Not provided	Not applicable	Not applicable	Not applicable	GAZ:Tanzania	0	Not applicable	soil sample EB073	0	Not applicable	TRUE	737	737.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	Not applicable	shrubland biome	grassland soil	soil	soil	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	TRUE	Not applicable	Not applicable	Not applicable	Tanzania	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	EB073	Not applicable	Not applicable	Not applicable	Not applicable	-6.86	-6.86	36.12	36.12	Not applicable	Not applicable	Not applicable	electrode		CCME	FALSE	Not applicable	TRUE	1521	Not applicable	soil metagenome	African soils	410658	soil	soil metagenome	Missing: Not provided	Missing: Not provided	Missing: Not provided	Not applicable	Chin Dodoma top-soil	Chin Dodoma top-soil	Not applicable	Missing: Not provided	410658	Missing: Not provided	Not applicable	Missing: Not provided	Samples presented at EMP conference June 2011 Shenzhen	Missing: Not provided	Missing: Not provided	Missing: Not provided		Not applicable
1521.EB074.s.6.1.sequences	Not applicable	0.0	Not applicable	Not applicable	EB074	Not applicable	Missing: Not provided	Not applicable	Missing: Not provided	Not applicable	Not applicable	Not applicable	GAZ:Tanzania	0	Not applicable	soil sample EB074	0	Not applicable	TRUE	737	737.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	Not applicable	shrubland biome	grassland soil	soil	soil	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	TRUE	Not applicable	Not applicable	Not applicable	Tanzania	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	EB074	Not applicable	Not applicable	Not applicable	Not applicable	-6.86	-6.86	36.12	36.12	Not applicable	Not applicable	Not applicable	electrode		CCME	FALSE	Not applicable	TRUE	1521	Not applicable	soil metagenome	African soils	410658	soil	soil metagenome	Missing: Not provided	Missing: Not provided	Missing: Not provided	Not applicable	Chin Dodoma sub-soil	Chin Dodoma sub-soil	Not applicable	Missing: Not provided	410658	Missing: Not provided	Not applicable	Missing: Not provided	Samples presented at EMP conference June 2011 Shenzhen	Missing: Not provided	Missing: Not provided	Missing: Not provided		Not applicable
1521.EB075.s.6.1.sequences	Not applicable	0.0	Not applicable	Not applicable	EB075	Not applicable	Missing: Not provided	Not applicable	Missing: Not provided	Not applicable	Not applicable	Not applicable	GAZ:Tanzania	0	Not applicable	soil sample EB075	0	Not applicable	TRUE	737	737.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	Not applicable	shrubland biome	grassland soil	soil	soil	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	TRUE	Not applicable	Not applicable	Not applicable	Tanzania	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	EB075	Not applicable	Not applicable	Not applicable	Not applicable	-6.93	-6.93	36.14	36.14	Not applicable	Not applicable	Not applicable	electrode		CCME	FALSE	Not applicable	TRUE	1521	Not applicable	soil metagenome	African soils	410658	soil	soil metagenome	Missing: Not provided	Missing: Not provided	Missing: Not provided	Not applicable	Chin Dodoma top-soil	Chin Dodoma top-soil	Not applicable	Missing: Not provided	410658	Missing: Not provided	Not applicable	Missing: Not provided	Samples presented at EMP conference June 2011 Shenzhen	Missing: Not provided	Missing: Not provided	Missing: Not provided		Not applicable
1521.EB076.s.6.1.sequences	Not applicable	0.0	Not applicable	Not applicable	EB076	Not applicable	Missing: Not provided	Not applicable	Missing: Not provided	Not applicable	Not applicable	Not applicable	GAZ:Tanzania	0	Not applicable	soil sample EB076	0	Not applicable	TRUE	737	737.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	Not applicable	shrubland biome	grassland soil	soil	soil	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	TRUE	Not applicable	Not applicable	Not applicable	Tanzania	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	EB076	Not applicable	Not applicable	Not applicable	Not applicable	-6.93	-6.93	36.14	36.14	Not applicable	Not applicable	Not applicable	electrode		CCME	FALSE	Not applicable	TRUE	1521	Not applicable	soil metagenome	African soils	410658	soil	soil metagenome	Missing: Not provided	Missing: Not provided	Missing: Not provided	Not applicable	Chin Dodoma sub-soil	Chin Dodoma sub-soil	Not applicable	Missing: Not provided	410658	Missing: Not provided	Not applicable	Missing: Not provided	Samples presented at EMP conference June 2011 Shenzhen	Missing: Not provided	Missing: Not provided	Missing: Not provided		Not applicable
1521.EB077.s.6.1.sequences	Not applicable	0.0	Not applicable	Not applicable	EB077	Not applicable	Missing: Not provided	Not applicable	Missing: Not provided	Not applicable	Not applicable	Not applicable	GAZ:Tanzania	0	Not applicable	soil sample EB077	0	Not applicable	TRUE	737	737.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	Not applicable	shrubland biome	grassland soil	soil	soil	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	TRUE	Not applicable	Not applicable	Not applicable	Tanzania	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	EB077	Not applicable	Not applicable	Not applicable	Not applicable	-6.91	-6.91	36.14	36.14	Not applicable	Not applicable	Not applicable	electrode		CCME	FALSE	Not applicable	TRUE	1521	Not applicable	soil metagenome	African soils	410658	soil	soil metagenome	Missing: Not provided	Missing: Not provided	Missing: Not provided	Not applicable	Chin Dodoma top-soil	Chin Dodoma top-soil	Not applicable	Missing: Not provided	410658	Missing: Not provided	Not applicable	Missing: Not provided	Samples presented at EMP conference June 2011 Shenzhen	Missing: Not provided	Missing: Not provided	Missing: Not provided		Not applicable
1521.EB078.s.6.1.sequences	Not applicable	0.0	Not applicable	Not applicable	EB078	Not applicable	Missing: Not provided	Not applicable	Missing: Not provided	Not applicable	Not applicable	Not applicable	GAZ:Tanzania	0	Not applicable	soil sample EB078	0	Not applicable	TRUE	737	737.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	Not applicable	shrubland biome	grassland soil	soil	soil	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	TRUE	Not applicable	Not applicable	Not applicable	Tanzania	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	EB078	Not applicable	Not applicable	Not applicable	Not applicable	-6.91	-6.91	36.14	36.14	Not applicable	Not applicable	Not applicable	electrode		CCME	FALSE	Not applicable	TRUE	1521	Not applicable	soil metagenome	African soils	410658	soil	soil metagenome	Missing: Not provided	Missing: Not provided	Missing: Not provided	Not applicable	Chin Dodoma sub-soil	Chin Dodoma sub-soil	Not applicable	Missing: Not provided	410658	Missing: Not provided	Not applicable	Missing: Not provided	Samples presented at EMP conference June 2011 Shenzhen	Missing: Not provided	Missing: Not provided	Missing: Not provided		Not applicable
1521.EB079.s.6.1.sequences	Not applicable	0.0	Not applicable	Not applicable	EB079	Not applicable	Missing: Not provided	Not applicable	Missing: Not provided	Not applicable	Not applicable	Not applicable	GAZ:Tanzania	0	Not applicable	soil sample EB079	0	Not applicable	TRUE	737	737.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	Not applicable	shrubland biome	grassland soil	soil	soil	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	TRUE	Not applicable	Not applicable	Not applicable	Tanzania	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	EB079	Not applicable	Not applicable	Not applicable	Not applicable	-6.89	-6.89	36.14	36.14	Not applicable	Not applicable	Not applicable	electrode		CCME	FALSE	Not applicable	TRUE	1521	Not applicable	soil metagenome	African soils	410658	soil	soil metagenome	Missing: Not provided	Missing: Not provided	Missing: Not provided	Not applicable	Chin Dodoma top-soil	Chin Dodoma top-soil	Not applicable	Missing: Not provided	410658	Missing: Not provided	Not applicable	Missing: Not provided	Samples presented at EMP conference June 2011 Shenzhen	Missing: Not provided	Missing: Not provided	Missing: Not provided		Not applicable
1521.EB080.s.6.1.sequences	Not applicable	0.0	Not applicable	Not applicable	EB080	Not applicable	Missing: Not provided	Not applicable	Missing: Not provided	Not applicable	Not applicable	Not applicable	GAZ:Tanzania	0	Not applicable	soil sample EB080	0	Not applicable	TRUE	737	737.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	Not applicable	shrubland biome	grassland soil	soil	soil	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	TRUE	Not applicable	Not applicable	Not applicable	Tanzania	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	EB080	Not applicable	Not applicable	Not applicable	Not applicable	-6.89	-6.89	36.14	36.14	Not applicable	Not applicable	Not applicable	electrode		CCME	FALSE	Not applicable	TRUE	1521	Not applicable	soil metagenome	African soils	410658	soil	soil metagenome	Missing: Not provided	Missing: Not provided	Missing: Not provided	Not applicable	Chin Dodoma sub-soil	Chin Dodoma sub-soil	Not applicable	Missing: Not provided	410658	Missing: Not provided	Not applicable	Missing: Not provided	Samples presented at EMP conference June 2011 Shenzhen	Missing: Not provided	Missing: Not provided	Missing: Not provided		Not applicable
1521.EB081.s.6.1.sequences	Not applicable	0.0	Not applicable	Not applicable	EB081	Not applicable	Missing: Not provided	Not applicable	Missing: Not provided	Not applicable	Not applicable	Not applicable	GAZ:Tanzania	0	Not applicable	soil sample EB081	0	Not applicable	TRUE	737	737.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	Not applicable	shrubland biome	grassland soil	soil	soil	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	TRUE	Not applicable	Not applicable	Not applicable	Tanzania	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	EB081	Not applicable	Not applicable	Not applicable	Not applicable	-6.86	-6.86	36.14	36.14	Not applicable	Not applicable	Not applicable	electrode		CCME	FALSE	Not applicable	TRUE	1521	Not applicable	soil metagenome	African soils	410658	soil	soil metagenome	Missing: Not provided	Missing: Not provided	Missing: Not provided	Not applicable	Chin Dodoma top-soil	Chin Dodoma top-soil	Not applicable	Missing: Not provided	410658	Missing: Not provided	Not applicable	Missing: Not provided	Samples presented at EMP conference June 2011 Shenzhen	Missing: Not provided	Missing: Not provided	Missing: Not provided		Not applicable
1521.EB082.s.6.1.sequences	Not applicable	0.0	Not applicable	Not applicable	EB082	Not applicable	Missing: Not provided	Not applicable	Missing: Not provided	Not applicable	Not applicable	Not applicable	GAZ:Tanzania	0	Not applicable	soil sample EB082	0	Not applicable	TRUE	737	737.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	Not applicable	shrubland biome	grassland soil	soil	soil	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	TRUE	Not applicable	Not applicable	Not applicable	Tanzania	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	EB082	Not applicable	Not applicable	Not applicable	Not applicable	-6.86	-6.86	36.14	36.14	Not applicable	Not applicable	Not applicable	electrode		CCME	FALSE	Not applicable	TRUE	1521	Not applicable	soil metagenome	African soils	410658	soil	soil metagenome	Missing: Not provided	Missing: Not provided	Missing: Not provided	Not applicable	Chin Dodoma sub-soil	Chin Dodoma sub-soil	Not applicable	Missing: Not provided	410658	Missing: Not provided	Not applicable	Missing: Not provided	Samples presented at EMP conference June 2011 Shenzhen	Missing: Not provided	Missing: Not provided	Missing: Not provided		Not applicable
1521.EB083.s.6.1.sequences	Not applicable	0.0	Not applicable	Not applicable	EB083	Not applicable	Missing: Not provided	Not applicable	Missing: Not provided	Not applicable	Not applicable	Not applicable	GAZ:Tanzania	0	Not applicable	soil sample EB083	0	Not applicable	TRUE	737	737.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	Not applicable	shrubland biome	grassland soil	soil	soil	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	TRUE	Not applicable	Not applicable	Not applicable	Tanzania	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	EB083	Not applicable	Not applicable	Not applicable	Not applicable	-6.93	-6.93	36.17	36.17	Not applicable	Not applicable	Not applicable	electrode		CCME	FALSE	Not applicable	TRUE	1521	Not applicable	soil metagenome	African soils	410658	soil	soil metagenome	Missing: Not provided	Missing: Not provided	Missing: Not provided	Not applicable	Chin Dodoma top-soil	Chin Dodoma top-soil	Not applicable	Missing: Not provided	410658	Missing: Not provided	Not applicable	Missing: Not provided	Samples presented at EMP conference June 2011 Shenzhen	Missing: Not provided	Missing: Not provided	Missing: Not provided		Not applicable
1521.EB084.s.6.1.sequences	Not applicable	0.0	Not applicable	Not applicable	EB084	Not applicable	Missing: Not provided	Not applicable	Missing: Not provided	Not applicable	Not applicable	Not applicable	GAZ:Tanzania	0	Not applicable	soil sample EB084	0	Not applicable	TRUE	737	737.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	Not applicable	shrubland biome	grassland soil	soil	soil	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	TRUE	Not applicable	Not applicable	Not applicable	Tanzania	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	EB084	Not applicable	Not applicable	Not applicable	Not applicable	-6.93	-6.93	36.17	36.17	Not applicable	Not applicable	Not applicable	electrode		CCME	FALSE	Not applicable	TRUE	1521	Not applicable	soil metagenome	African soils	410658	soil	soil metagenome	Missing: Not provided	Missing: Not provided	Missing: Not provided	Not applicable	Chin Dodoma sub-soil	Chin Dodoma sub-soil	Not applicable	Missing: Not provided	410658	Missing: Not provided	Not applicable	Missing: Not provided	Samples presented at EMP conference June 2011 Shenzhen	Missing: Not provided	Missing: Not provided	Missing: Not provided		Not applicable
1521.EB085.s.6.1.sequences	Not applicable	0.0	Not applicable	Not applicable	EB085	Not applicable	Missing: Not provided	Not applicable	Missing: Not provided	Not applicable	Not applicable	Not applicable	GAZ:Tanzania	0	Not applicable	soil sample EB085	0	Not applicable	TRUE	737	737.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	Not applicable	shrubland biome	grassland soil	soil	soil	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	TRUE	Not applicable	Not applicable	Not applicable	Tanzania	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	EB085	Not applicable	Not applicable	Not applicable	Not applicable	-6.91	-6.91	36.16	36.16	Not applicable	Not applicable	Not applicable	electrode		CCME	FALSE	Not applicable	TRUE	1521	Not applicable	soil metagenome	African soils	410658	soil	soil metagenome	Missing: Not provided	Missing: Not provided	Missing: Not provided	Not applicable	Chin Dodoma top-soil	Chin Dodoma top-soil	Not applicable	Missing: Not provided	410658	Missing: Not provided	Not applicable	Missing: Not provided	Samples presented at EMP conference June 2011 Shenzhen	Missing: Not provided	Missing: Not provided	Missing: Not provided		Not applicable
1521.EB086.s.6.1.sequences	Not applicable	0.0	Not applicable	Not applicable	EB086	Not applicable	Missing: Not provided	Not applicable	Missing: Not provided	Not applicable	Not applicable	Not applicable	GAZ:Tanzania	0	Not applicable	soil sample EB086	0	Not applicable	TRUE	737	737.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	Not applicable	shrubland biome	grassland soil	soil	soil	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	TRUE	Not applicable	Not applicable	Not applicable	Tanzania	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	EB086	Not applicable	Not applicable	Not applicable	Not applicable	-6.91	-6.91	36.16	36.16	Not applicable	Not applicable	Not applicable	electrode		CCME	FALSE	Not applicable	TRUE	1521	Not applicable	soil metagenome	African soils	410658	soil	soil metagenome	Missing: Not provided	Missing: Not provided	Missing: Not provided	Not applicable	Chin Dodoma sub-soil	Chin Dodoma sub-soil	Not applicable	Missing: Not provided	410658	Missing: Not provided	Not applicable	Missing: Not provided	Samples presented at EMP conference June 2011 Shenzhen	Missing: Not provided	Missing: Not provided	Missing: Not provided		Not applicable
1521.EB087.s.6.1.sequences	Not applicable	0.0	Not applicable	Not applicable	EB087	Not applicable	Missing: Not provided	Not applicable	Missing: Not provided	Not applicable	Not applicable	Not applicable	GAZ:Tanzania	0	Not applicable	soil sample EB087	0	Not applicable	TRUE	737	737.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	Not applicable	shrubland biome	grassland soil	soil	soil	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	TRUE	Not applicable	Not applicable	Not applicable	Tanzania	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	EB087	Not applicable	Not applicable	Not applicable	Not applicable	-6.88	-6.88	36.17	36.17	Not applicable	Not applicable	Not applicable	electrode		CCME	FALSE	Not applicable	TRUE	1521	Not applicable	soil metagenome	African soils	410658	soil	soil metagenome	Missing: Not provided	Missing: Not provided	Missing: Not provided	Not applicable	Chin Dodoma top-soil	Chin Dodoma top-soil	Not applicable	Missing: Not provided	410658	Missing: Not provided	Not applicable	Missing: Not provided	Samples presented at EMP conference June 2011 Shenzhen	Missing: Not provided	Missing: Not provided	Missing: Not provided		Not applicable
1521.EB088.s.6.1.sequences	Not applicable	0.0	Not applicable	Not applicable	EB088	Not applicable	Missing: Not provided	Not applicable	Missing: Not provided	Not applicable	Not applicable	Not applicable	GAZ:Tanzania	0	Not applicable	soil sample EB088	0	Not applicable	TRUE	737	737.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	Not applicable	shrubland biome	grassland soil	soil	soil	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	TRUE	Not applicable	Not applicable	Not applicable	Tanzania	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	EB088	Not applicable	Not applicable	Not applicable	Not applicable	-6.88	-6.88	36.17	36.17	Not applicable	Not applicable	Not applicable	electrode		CCME	FALSE	Not applicable	TRUE	1521	Not applicable	soil metagenome	African soils	410658	soil	soil metagenome	Missing: Not provided	Missing: Not provided	Missing: Not provided	Not applicable	Chin Dodoma sub-soil	Chin Dodoma sub-soil	Not applicable	Missing: Not provided	410658	Missing: Not provided	Not applicable	Missing: Not provided	Samples presented at EMP conference June 2011 Shenzhen	Missing: Not provided	Missing: Not provided	Missing: Not provided		Not applicable
1521.EB089.s.6.1.sequences	Not applicable	0.0	Not applicable	Not applicable	EB089	Not applicable	Missing: Not provided	Not applicable	Missing: Not provided	Not applicable	Not applicable	Not applicable	GAZ:Tanzania	0	Not applicable	soil sample EB089	0	Not applicable	TRUE	737	737.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	Not applicable	shrubland biome	grassland soil	soil	soil	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	TRUE	Not applicable	Not applicable	Not applicable	Tanzania	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	EB089	Not applicable	Not applicable	Not applicable	Not applicable	-6.87	-6.87	36.16	36.16	Not applicable	Not applicable	Not applicable	electrode		CCME	FALSE	Not applicable	TRUE	1521	Not applicable	soil metagenome	African soils	410658	soil	soil metagenome	Missing: Not provided	Missing: Not provided	Missing: Not provided	Not applicable	Chin Dodoma top-soil	Chin Dodoma top-soil	Not applicable	Missing: Not provided	410658	Missing: Not provided	Not applicable	Missing: Not provided	Samples presented at EMP conference June 2011 Shenzhen	Missing: Not provided	Missing: Not provided	Missing: Not provided		Not applicable
