sample_name	agrochem_addition	altitude_m	annual_season_precpt	annual_season_temp	anonymized_name	area	area_2	c_n_ratio	carbon_perc	clone	cm_to_stem	collection_timestamp	country	cur_land_use	depth	depth_m	description	dna_extracted	drainage_class	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	host_subject_id	latitude	latitude_deg	longitude	longitude_deg	nitrogen_perc	orig_sample_name	perc_moisture	ph	ph_meth	physical_location_2	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	samp_weight_dna_ext	sample_scientific_name	sample_taxid	sample_type	scientific_name	soil_series	soil_type	store_cond	taxon_id	temperature	title	vineyard
2382.SH004.C1.RH.1.3.root.6.11.lane1.NoIndex.L001.sequences	herbicide	0.0	4.17	55.33	HS10	Mattituck	SH004	Not applicable	Not applicable	clone_1	Not applicable	2011-06-21	GAZ:United States of America	crop cover	Not applicable	Not applicable	Roots	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS10	41.015	41.015	-72.52847	-72.52847	Missing: Not provided	SH004.C1.RH.1.3	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.22	root metagenome	1118232	roots	root metagenome	Riverhead	Coarse-loamy.mixed.active.mesic_Typic_Dystrudepts	-80	1118232	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
2382.SH004.C1.RH.1.401.bulk.4.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS10	Mattituck	SH004	13.4117	1.571	clone_1	10	2012-04-11	GAZ:United States of America	crop cover	0.05-0.07	Not applicable	Bulk_soil	TRUE	well	3	3	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	vineyard	bulk soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS10	41.01498	41.01498	-72.52846	-72.52846	0.117	SH004.C1.RH.1.401	0.13	7.28	2:5 soil-water	ANL	ANL	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	2382	0.24	soil metagenome	410658	soil	soil metagenome	Riverhead	Coarse-loamy.mixed.active.mesic_Typic_Dystrudepts	-80	410658	14.98	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
2382.SH004.C1.RH.1.402.rhizo.4.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS10	Mattituck	SH004	Not applicable	Not applicable	clone_1	Not applicable	2012-04-11	GAZ:United States of America	crop cover	Not applicable	Not applicable	Rhizosphere	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	rhizosphere	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS10	41.01498	41.01498	-72.52846	-72.52846	Missing: Not provided	SH004.C1.RH.1.402	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.24	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Riverhead	Coarse-loamy.mixed.active.mesic_Typic_Dystrudepts	-80	939928	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
2382.SH004.C1.RH.1.403.root.4.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS10	Mattituck	SH004	Not applicable	Not applicable	clone_1	Not applicable	2012-04-11	GAZ:United States of America	crop cover	Not applicable	Not applicable	Roots	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS10	41.01498	41.01498	-72.52846	-72.52846	Missing: Not provided	SH004.C1.RH.1.403	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.22	root metagenome	1118232	roots	root metagenome	Riverhead	Coarse-loamy.mixed.active.mesic_Typic_Dystrudepts	-80	1118232	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
2382.SH004.C1.RH.1.601.bulk.9.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS1	Mattituck	SH004	13.036	2.169	clone_1	29	2012-09-24	GAZ:United States of America	crop cover	0.05-0.07	Not applicable	Bulk_soil	TRUE	well	3	3	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	vineyard	bulk soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS1	41.01489	41.01489	-72.52841	-72.52841	0.166	SH004.C1.RH.1.601	0.17	6.92	2:5 soil-water	ANL	ANL	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	2382	0.24	soil metagenome	410658	soil	soil metagenome	Riverhead	Coarse-loamy.mixed.active.mesic_Typic_Dystrudepts	-80	410658	20.02	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
2382.SH004.C1.RH.1.602.rhizo.9.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS1	Mattituck	SH004	Not applicable	Not applicable	clone_1	Not applicable	2012-09-24	GAZ:United States of America	crop cover	Not applicable	Not applicable	Rhizosphere	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	rhizosphere	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS1	41.01489	41.01489	-72.52841	-72.52841	Missing: Not provided	SH004.C1.RH.1.602	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.24	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Riverhead	Coarse-loamy.mixed.active.mesic_Typic_Dystrudepts	-80	939928	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
2382.SH004.C1.RH.1.603.root.9.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS1	Mattituck	SH004	Not applicable	Not applicable	clone_1	Not applicable	2012-09-24	GAZ:United States of America	crop cover	Not applicable	Not applicable	Roots	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS1	41.01489	41.01489	-72.52841	-72.52841	Missing: Not provided	SH004.C1.RH.1.603	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.22	root metagenome	1118232	roots	root metagenome	Riverhead	Coarse-loamy.mixed.active.mesic_Typic_Dystrudepts	-80	1118232	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
2382.SH004.C1.RH.1.604.leav.9.12.lane8.NoIndex.L008.sequences	herbicide	0.0	4.17	55.33	HS7	Mattituck	SH004	Not applicable	Not applicable	clone_1	Not applicable	2012-09-24	GAZ:United States of America	crop cover	Not applicable	Not applicable	Leaves	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant corpus	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS7	41.01489	41.01489	-72.52841	-72.52841	Missing: Not provided	SH004.C1.RH.1.604	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant corpus	2382	0.04	soil metagenome	410658	leaves	plant metagenome	Riverhead	Coarse-loamy.mixed.active.mesic_Typic_Dystrudepts	-80	1297885	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
2382.SH004.C1.RH.1.605.gp.9.12.lane8.NoIndex.L008.sequences	herbicide	0.0	4.17	55.33	HS7	Mattituck	SH004	Not applicable	Not applicable	clone_1	Not applicable	2012-09-24	GAZ:United States of America	crop cover	Not applicable	Not applicable	Grapes	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant corpus	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS7	41.01489	41.01489	-72.52841	-72.52841	Missing: Not provided	SH004.C1.RH.1.605	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant corpus	2382	0.22	soil metagenome	410658	grapes	plant metagenome	Riverhead	Coarse-loamy.mixed.active.mesic_Typic_Dystrudepts	-80	1297885	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
2382.SH004.C1.RH.2.208.root.9.11.lane1.NoIndex.L001.sequences	herbicide	0.0	4.17	55.33	HS10	Mattituck	SH004	Not applicable	Not applicable	clone_1	Not applicable	2011-09-13	GAZ:United States of America	crop cover	Not applicable	Not applicable	Roots	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS10	41.01505	41.01505	-72.52848	-72.52848	Missing: Not provided	SH004.C1.RH.2.208	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.22	root metagenome	1118232	roots	root metagenome	Riverhead	Coarse-loamy.mixed.active.mesic_Typic_Dystrudepts	-80	1118232	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
2382.SH004.C1.RH.2.406.bulk.4.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS10	Mattituck	SH004	12.8209	1.379	clone_1	10	2012-04-11	GAZ:United States of America	crop cover	0.05-0.07	Not applicable	Bulk_soil	TRUE	well	3	3	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	vineyard	bulk soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS10	41.01498	41.01498	-72.52846	-72.52846	0.108	SH004.C1.RH.2.406	0.14	7.46	2:5 soil-water	ANL	ANL	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	2382	0.24	soil metagenome	410658	soil	soil metagenome	Riverhead	Coarse-loamy.mixed.active.mesic_Typic_Dystrudepts	-80	410658	14.3	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
2382.SH004.C1.RH.2.407.rhizo.4.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS10	Mattituck	SH004	Not applicable	Not applicable	clone_1	Not applicable	2012-04-11	GAZ:United States of America	crop cover	Not applicable	Not applicable	Rhizosphere	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	rhizosphere	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS10	41.01498	41.01498	-72.52846	-72.52846	Missing: Not provided	SH004.C1.RH.2.407	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.24	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Riverhead	Coarse-loamy.mixed.active.mesic_Typic_Dystrudepts	-80	939928	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
2382.SH004.C1.RH.2.408.root.4.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS10	Mattituck	SH004	Not applicable	Not applicable	clone_1	Not applicable	2012-04-11	GAZ:United States of America	crop cover	Not applicable	Not applicable	Roots	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS10	41.01498	41.01498	-72.52846	-72.52846	Missing: Not provided	SH004.C1.RH.2.408	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.22	root metagenome	1118232	roots	root metagenome	Riverhead	Coarse-loamy.mixed.active.mesic_Typic_Dystrudepts	-80	1118232	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
2382.SH004.C1.RH.2.606.bulk.9.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS1	Mattituck	SH004	13.1152	2.334	clone_1	30	2012-09-24	GAZ:United States of America	crop cover	0.05-0.07	Not applicable	Bulk_soil	TRUE	well	3	3	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	vineyard	bulk soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS1	41.01489	41.01489	-72.52841	-72.52841	0.178	SH004.C1.RH.2.606	0.16	7.14	2:5 soil-water	ANL	ANL	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	2382	0.24	soil metagenome	410658	soil	soil metagenome	Riverhead	Coarse-loamy.mixed.active.mesic_Typic_Dystrudepts	-80	410658	19.88	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
2382.SH004.C1.RH.2.607.rhizo.9.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS1	Mattituck	SH004	Not applicable	Not applicable	clone_1	Not applicable	2012-09-24	GAZ:United States of America	crop cover	Not applicable	Not applicable	Rhizosphere	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	rhizosphere	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS1	41.01489	41.01489	-72.52841	-72.52841	Missing: Not provided	SH004.C1.RH.2.607	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.24	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Riverhead	Coarse-loamy.mixed.active.mesic_Typic_Dystrudepts	-80	939928	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
2382.SH004.C1.RH.2.608.root.9.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS7	Mattituck	SH004	Not applicable	Not applicable	clone_1	Not applicable	2012-09-24	GAZ:United States of America	crop cover	Not applicable	Not applicable	Roots	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS7	41.01489	41.01489	-72.52841	-72.52841	Missing: Not provided	SH004.C1.RH.2.608	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.22	root metagenome	1118232	roots	root metagenome	Riverhead	Coarse-loamy.mixed.active.mesic_Typic_Dystrudepts	-80	1118232	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
2382.SH004.C1.RH.2.609.leav.9.12.lane8.NoIndex.L008.sequences	herbicide	0.0	4.17	55.33	HS7	Mattituck	SH004	Not applicable	Not applicable	clone_1	Not applicable	2012-09-24	GAZ:United States of America	crop cover	Not applicable	Not applicable	Leaves	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant corpus	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS7	41.01489	41.01489	-72.52841	-72.52841	Missing: Not provided	SH004.C1.RH.2.609	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant corpus	2382	0.04	soil metagenome	410658	leaves	plant metagenome	Riverhead	Coarse-loamy.mixed.active.mesic_Typic_Dystrudepts	-80	1297885	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
2382.SH004.C1.RH.2.610.gp.9.12.lane8.NoIndex.L008.sequences	herbicide	0.0	4.17	55.33	HS3	Mattituck	SH004	Not applicable	Not applicable	clone_1	Not applicable	2012-09-24	GAZ:United States of America	crop cover	Not applicable	Not applicable	Grapes	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant corpus	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS3	41.01489	41.01489	-72.52841	-72.52841	Missing: Not provided	SH004.C1.RH.2.610	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant corpus	2382	0.22	soil metagenome	410658	grapes	plant metagenome	Riverhead	Coarse-loamy.mixed.active.mesic_Typic_Dystrudepts	-80	1297885	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
2382.SH004.C1.RH.2.7.root.6.11.lane1.NoIndex.L001.sequences	herbicide	0.0	4.17	55.33	HS10	Mattituck	SH004	Not applicable	Not applicable	clone_1	Not applicable	2011-06-21	GAZ:United States of America	crop cover	Not applicable	Not applicable	Roots	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS10	41.01504	41.01504	-72.52851	-72.52851	Missing: Not provided	SH004.C1.RH.2.7	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.22	root metagenome	1118232	roots	root metagenome	Riverhead	Coarse-loamy.mixed.active.mesic_Typic_Dystrudepts	-80	1118232	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
2382.SH004.C1.RH.2.8.r1.leav.6.11.lane8.NoIndex.L008.sequences	herbicide	0.0	4.17	55.33	HS4	Mattituck	SH004	Not applicable	Not applicable	clone_1	Not applicable	2011-06-21	GAZ:United States of America	crop cover	Not applicable	Not applicable	Leaves	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant corpus	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS4	41.01504	41.01504	-72.52851	-72.52851	Missing: Not provided	SH004.C1.RH.2.8.r1	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant corpus	2382	0.04	soil metagenome	410658	leaves	plant metagenome	Riverhead	Not applicable	-80	1297885	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
2382.SH004.C1.RH.3.11.r1.root.6.11.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS4	Mattituck	SH004	Not applicable	Not applicable	clone_1	Not applicable	2011-06-21	GAZ:United States of America	crop cover	Not applicable	Not applicable	Roots	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS4	41.01512	41.01512	-72.5286	-72.5286	Missing: Not provided	SH004.C1.RH.3.11.r1	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.22	root metagenome	1118232	roots	root metagenome	Riverhead	Coarse-loamy.mixed.active.mesic_Typic_Dystrudepts	-80	1118232	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
2382.SH004.C1.RH.3.213.root.9.11.lane1.NoIndex.L001.sequences	herbicide	0.0	4.17	55.33	HS10	Mattituck	SH004	Not applicable	Not applicable	clone_1	Not applicable	2011-09-13	GAZ:United States of America	crop cover	Not applicable	Not applicable	Roots	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS10	41.01508	41.01508	-72.52853	-72.52853	Missing: Not provided	SH004.C1.RH.3.213	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.22	root metagenome	1118232	roots	root metagenome	Riverhead	Coarse-loamy.mixed.active.mesic_Typic_Dystrudepts	-80	1118232	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
2382.SH004.C1.RH.3.215.r1.gp.9.11.lane8.NoIndex.L008.sequences	herbicide	0.0	4.17	55.33	HS4	Mattituck	SH004	Not applicable	Not applicable	clone_1	Not applicable	2011-09-13	GAZ:United States of America	crop cover	Not applicable	Not applicable	Grapes	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant corpus	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS4	41.01508	41.01508	-72.52853	-72.52853	Missing: Not provided	SH004.C1.RH.3.215.r1	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant corpus	2382	0.22	soil metagenome	410658	grapes	plant metagenome	Riverhead	Not applicable	-80	1297885	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
2382.SH004.C1.RH.3.411.bulk.4.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS10	Mattituck	SH004	12.9682	1.411	clone_1	10	2012-04-11	GAZ:United States of America	crop cover	0.05-0.07	Not applicable	Bulk_soil	TRUE	well	3	3	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	vineyard	bulk soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS10	41.01498	41.01498	-72.52846	-72.52846	0.109	SH004.C1.RH.3.411	0.14	7.45	2:5 soil-water	ANL	ANL	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	2382	0.24	soil metagenome	410658	soil	soil metagenome	Riverhead	Coarse-loamy.mixed.active.mesic_Typic_Dystrudepts	-80	410658	14.96	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
2382.SH004.C1.RH.3.412.rhizo.4.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS10	Mattituck	SH004	Not applicable	Not applicable	clone_1	Not applicable	2012-04-11	GAZ:United States of America	crop cover	Not applicable	Not applicable	Rhizosphere	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	rhizosphere	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS10	41.01498	41.01498	-72.52846	-72.52846	Missing: Not provided	SH004.C1.RH.3.412	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.24	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Riverhead	Coarse-loamy.mixed.active.mesic_Typic_Dystrudepts	-80	939928	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
2382.SH004.C1.RH.3.413.root.4.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS10	Mattituck	SH004	Not applicable	Not applicable	clone_1	Not applicable	2012-04-11	GAZ:United States of America	crop cover	Not applicable	Not applicable	Roots	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS10	41.01498	41.01498	-72.52846	-72.52846	Missing: Not provided	SH004.C1.RH.3.413	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.22	root metagenome	1118232	roots	root metagenome	Riverhead	Coarse-loamy.mixed.active.mesic_Typic_Dystrudepts	-80	1118232	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
2382.SH004.C1.RH.3.611.bulk.9.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS1	Mattituck	SH004	12.6111	2.328	clone_1	26	2012-09-24	GAZ:United States of America	crop cover	0.05-0.07	Not applicable	Bulk_soil	TRUE	well	3	3	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	vineyard	bulk soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS1	41.01489	41.01489	-72.52841	-72.52841	0.185	SH004.C1.RH.3.611	0.16	7.29	2:5 soil-water	ANL	ANL	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	2382	0.24	soil metagenome	410658	soil	soil metagenome	Riverhead	Coarse-loamy.mixed.active.mesic_Typic_Dystrudepts	-80	410658	20.1	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
2382.SH004.C1.RH.3.612.rhizo.9.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS1	Mattituck	SH004	Not applicable	Not applicable	clone_1	Not applicable	2012-09-24	GAZ:United States of America	crop cover	Not applicable	Not applicable	Rhizosphere	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	rhizosphere	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS1	41.01489	41.01489	-72.52841	-72.52841	Missing: Not provided	SH004.C1.RH.3.612	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.24	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Riverhead	Coarse-loamy.mixed.active.mesic_Typic_Dystrudepts	-80	939928	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
2382.SH004.C1.RH.3.613.root.9.12.lane7.NoIndex.L007.sequences	herbicide	0.0	4.17	55.33	HS7	Mattituck	SH004	Not applicable	Not applicable	clone_1	Not applicable	2012-09-24	GAZ:United States of America	crop cover	Not applicable	Not applicable	Roots	TRUE	well	3	3	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	vineyard	organic material	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	USA:NY	HS7	41.01489	41.01489	-72.52841	-72.52841	Missing: Not provided	SH004.C1.RH.3.613	Missing: Not provided	Not applicable	Missing: Not applicable	ANL	ANL	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	2382	0.22	root metagenome	1118232	roots	root metagenome	Riverhead	Coarse-loamy.mixed.active.mesic_Typic_Dystrudepts	-80	1118232	Missing: Not collected	The Soil Microbiome Influences Grapevine-Associated Microbiota	Sherwood
