sample_name	altitude_m	anonymized_name	barcode_number	body_habitat	body_product	body_site	collection_timestamp	country	depth_m	description	diet	diet_description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	genus	geo_loc_name	gut_physiology	host_class	host_common_name	host_family	host_genus	host_kingdom	host_major_clade	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	life_stage	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	species	title	wild_captive
1056.Myr.tri.Seat.26.04K16	0.0	Anteater26	P2_G11	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Anteater26	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Myr.tri.Seat.27.04K10	0.0	Anteater27	P2_H11	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Anteater27	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Myr.tri.Seat.3.03O02	0.0	Anteater3	P2_H8	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Anteater3	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Myr.tri.Seat.4.03H10	0.0	Anteater4	P2_A9	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Anteater4	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Myr.tri.Seat.5.3502	0.0	Anteater5	P2_B9	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Anteater5	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Myr.tri.Seat.6.04K03	0.0	Anteater6	P2_C9	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Anteater6	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Myr.tri.Seat.7.04F07	0.0	Anteater7	P2_D9	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Anteater7	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Myr.tri.Seat.8.04I18	0.0	Anteater8	P2_E9	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Anteater8	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Myr.tri.Seat.9.04I04	0.0	Anteater9	P2_F9	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant anteater	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Myrmecophaga	Brazil	Simple	c__Mammalia	giant anteater	f__Myrmecophagidae	g__Myrmecophaga	k__Metazoa	Xenarthra	o__Pilosa	p__Chordata	Myrmecophaga tridactyla	s__Myrmecophaga_tridactyla	1056:Anteater9	sk__Eukaryota	71006	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	tridactyla	Comparison of microbial flora in ant-eating mammals	wild
1056.Ory.afe.Cinci.1	0.0	Ory.afe.Cinci7.1	P1_A6	UBERON:feces	UBERON:feces	UBERON:feces	2012-08-16	GAZ:United States of America	0	fecal sample from Aardvark	Myrmecophage	strict ant and termite eater (>95%)	TRUE	482	482.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Orycteropus	United States of America	Simple	c__Mammalia	aardvark	f__Orycteropodidae	g__Orycteropus	k__Metazoa	Afrotheria	o__Tubulidentata	p__Chordata	Orycteropus afer	s__Orycteropus_afer	1056:Ory.afe.Cinci7.1	sk__Eukaryota	9818	39.167	39.167	adult	-84.5	-84.5	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	female	afer	Comparison of microbial flora in ant-eating mammals	captive
1056.Ory.afe.Cinci.2	0.0	Ory.afe.Cinci1.2	P1_E5	UBERON:feces	UBERON:feces	UBERON:feces	2012-08-14	GAZ:United States of America	0	fecal sample from Aardvark	Myrmecophage	strict ant and termite eater (>95%)	TRUE	482	482.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Orycteropus	United States of America	Simple	c__Mammalia	aardvark	f__Orycteropodidae	g__Orycteropus	k__Metazoa	Afrotheria	o__Tubulidentata	p__Chordata	Orycteropus afer	s__Orycteropus_afer	1056:Ory.afe.Cinci1.2	sk__Eukaryota	9818	39.167	39.167	adult	-84.5	-84.5	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	female	afer	Comparison of microbial flora in ant-eating mammals	captive
1056.Ory.afe.Cinci.3	0.0	Ory.afe.Cinci2.3	P1_F5	UBERON:feces	UBERON:feces	UBERON:feces	2012-08-14	GAZ:United States of America	0	fecal sample from Aardvark	Myrmecophage	strict ant and termite eater (>95%)	TRUE	482	482.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Orycteropus	United States of America	Simple	c__Mammalia	aardvark	f__Orycteropodidae	g__Orycteropus	k__Metazoa	Afrotheria	o__Tubulidentata	p__Chordata	Orycteropus afer	s__Orycteropus_afer	1056:Ory.afe.Cinci2.3	sk__Eukaryota	9818	39.167	39.167	adult	-84.5	-84.5	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	male	afer	Comparison of microbial flora in ant-eating mammals	captive
1056.Ory.afe.Colch.1	0.0	Ory.afe.Colch.1	P1_A1	UBERON:feces	UBERON:feces	UBERON:feces	2012-06-23	GAZ:United Kingdom	0	fecal sample from Aardvark	Myrmecophage	strict ant and termite eater (>95%)	TRUE	16	16.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Orycteropus	United Kingdom	Simple	c__Mammalia	aardvark	f__Orycteropodidae	g__Orycteropus	k__Metazoa	Afrotheria	o__Tubulidentata	p__Chordata	Orycteropus afer	s__Orycteropus_afer	1056:Ory.afe.Colch.1	sk__Eukaryota	9818	51.896	51.896	adult	0.892	0.892	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	afer	Comparison of microbial flora in ant-eating mammals	captive
1056.Ory.afe.Colch.2	0.0	Ory.afe.Colch.2	P1_B1	UBERON:feces	UBERON:feces	UBERON:feces	2012-06-23	GAZ:United Kingdom	0	fecal sample from Aardvark	Myrmecophage	strict ant and termite eater (>95%)	TRUE	16	16.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Orycteropus	United Kingdom	Simple	c__Mammalia	aardvark	f__Orycteropodidae	g__Orycteropus	k__Metazoa	Afrotheria	o__Tubulidentata	p__Chordata	Orycteropus afer	s__Orycteropus_afer	1056:Ory.afe.Colch.2	sk__Eukaryota	9818	51.896	51.896	adult	0.892	0.892	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	afer	Comparison of microbial flora in ant-eating mammals	captive
1056.Ory.afe.Colch.3	0.0	Ory.afe.Colch.3	P1_C1	UBERON:feces	UBERON:feces	UBERON:feces	2012-06-23	GAZ:United Kingdom	0	fecal sample from Aardvark	Myrmecophage	strict ant and termite eater (>95%)	TRUE	16	16.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Orycteropus	United Kingdom	Simple	c__Mammalia	aardvark	f__Orycteropodidae	g__Orycteropus	k__Metazoa	Afrotheria	o__Tubulidentata	p__Chordata	Orycteropus afer	s__Orycteropus_afer	1056:Ory.afe.Colch.3	sk__Eukaryota	9818	51.896	51.896	adult	0.892	0.892	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	afer	Comparison of microbial flora in ant-eating mammals	captive
1056.Ory.afe.Colch.4	0.0	Ory.afe.Colch.4	P1_D1	UBERON:feces	UBERON:feces	UBERON:feces	2012-06-23	GAZ:United Kingdom	0	fecal sample from Aardvark	Myrmecophage	strict ant and termite eater (>95%)	TRUE	16	16.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Orycteropus	United Kingdom	Simple	c__Mammalia	aardvark	f__Orycteropodidae	g__Orycteropus	k__Metazoa	Afrotheria	o__Tubulidentata	p__Chordata	Orycteropus afer	s__Orycteropus_afer	1056:Ory.afe.Colch.4	sk__Eukaryota	9818	51.896	51.896	adult	0.892	0.892	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	afer	Comparison of microbial flora in ant-eating mammals	captive
1056.Ory.afe.Colch.5	0.0	Ory.afe.Colch.5	P1_E1	UBERON:feces	UBERON:feces	UBERON:feces	2012-06-24	GAZ:United Kingdom	0	fecal sample from Aardvark	Myrmecophage	strict ant and termite eater (>95%)	TRUE	16	16.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Orycteropus	United Kingdom	Simple	c__Mammalia	aardvark	f__Orycteropodidae	g__Orycteropus	k__Metazoa	Afrotheria	o__Tubulidentata	p__Chordata	Orycteropus afer	s__Orycteropus_afer	1056:Ory.afe.Colch.5	sk__Eukaryota	9818	51.896	51.896	adult	0.892	0.892	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	afer	Comparison of microbial flora in ant-eating mammals	captive
1056.Ory.afe.Colch.6	0.0	Ory.afe.Colch.6	P1_F1	UBERON:feces	UBERON:feces	UBERON:feces	2012-06-24	GAZ:United Kingdom	0	fecal sample from Aardvark	Myrmecophage	strict ant and termite eater (>95%)	TRUE	16	16.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Orycteropus	United Kingdom	Simple	c__Mammalia	aardvark	f__Orycteropodidae	g__Orycteropus	k__Metazoa	Afrotheria	o__Tubulidentata	p__Chordata	Orycteropus afer	s__Orycteropus_afer	1056:Ory.afe.Colch.6	sk__Eukaryota	9818	51.896	51.896	adult	0.892	0.892	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	afer	Comparison of microbial flora in ant-eating mammals	captive
1056.Ory.afe.Colch.7	0.0	Ory.afe.Colch.7	P1_G1	UBERON:feces	UBERON:feces	UBERON:feces	2012-06-25	GAZ:United Kingdom	0	fecal sample from Aardvark	Myrmecophage	strict ant and termite eater (>95%)	TRUE	16	16.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Orycteropus	United Kingdom	Simple	c__Mammalia	aardvark	f__Orycteropodidae	g__Orycteropus	k__Metazoa	Afrotheria	o__Tubulidentata	p__Chordata	Orycteropus afer	s__Orycteropus_afer	1056:Ory.afe.Colch.7	sk__Eukaryota	9818	51.896	51.896	adult	0.892	0.892	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	afer	Comparison of microbial flora in ant-eating mammals	captive
1056.Ory.afe.Colch.8	0.0	Ory.afe.Colch.8	P1_H1	UBERON:feces	UBERON:feces	UBERON:feces	2012-06-25	GAZ:United Kingdom	0	fecal sample from Aardvark	Myrmecophage	strict ant and termite eater (>95%)	TRUE	16	16.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Orycteropus	United Kingdom	Simple	c__Mammalia	aardvark	f__Orycteropodidae	g__Orycteropus	k__Metazoa	Afrotheria	o__Tubulidentata	p__Chordata	Orycteropus afer	s__Orycteropus_afer	1056:Ory.afe.Colch.8	sk__Eukaryota	9818	51.896	51.896	adult	0.892	0.892	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	afer	Comparison of microbial flora in ant-eating mammals	captive
1056.Ory.afe.Colch.9	0.0	Ory.afe.Colch.9	P1_A2	UBERON:feces	UBERON:feces	UBERON:feces	2012-06-25	GAZ:United Kingdom	0	fecal sample from Aardvark	Myrmecophage	strict ant and termite eater (>95%)	TRUE	16	16.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Orycteropus	United Kingdom	Simple	c__Mammalia	aardvark	f__Orycteropodidae	g__Orycteropus	k__Metazoa	Afrotheria	o__Tubulidentata	p__Chordata	Orycteropus afer	s__Orycteropus_afer	1056:Ory.afe.Colch.9	sk__Eukaryota	9818	51.896	51.896	adult	0.892	0.892	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	afer	Comparison of microbial flora in ant-eating mammals	captive
1056.Ory.afe.Lond.1	0.0	Ory.afe.Lond.1.1	P1_C8	UBERON:feces	UBERON:feces	UBERON:feces	2012-08-19	GAZ:United Kingdom	0	fecal sample from Aardvark	Myrmecophage	strict ant and termite eater (>95%)	TRUE	79	79.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Orycteropus	United Kingdom	Simple	c__Mammalia	aardvark	f__Orycteropodidae	g__Orycteropus	k__Metazoa	Afrotheria	o__Tubulidentata	p__Chordata	Orycteropus afer	s__Orycteropus_afer	1056:Ory.afe.Lond.1.1	sk__Eukaryota	9818	51.5	51.5	adult	-0.167	-0.167	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	female	afer	Comparison of microbial flora in ant-eating mammals	captive
1056.Ory.afe.Lond.1.1	0.0	Ory.afe.Lond.1	P1_B8	UBERON:feces	UBERON:feces	UBERON:feces	2012-08-17	GAZ:United Kingdom	0	fecal sample from Aardvark	Myrmecophage	strict ant and termite eater (>95%)	TRUE	79	79.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Orycteropus	United Kingdom	Simple	c__Mammalia	aardvark	f__Orycteropodidae	g__Orycteropus	k__Metazoa	Afrotheria	o__Tubulidentata	p__Chordata	Orycteropus afer	s__Orycteropus_afer	1056:Ory.afe.Lond.1	sk__Eukaryota	9818	51.5	51.5	adult	-0.167	-0.167	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	female	afer	Comparison of microbial flora in ant-eating mammals	captive
1056.Pri.max.Seat.04J09	0.0	Pri.max.Seat04J09	P1_A7	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant armadillo	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Priodontes	Brazil	Simple	c__Mammalia	Not applicable	f__Chlamyphoridae	g__Priodontes	k__Metazoa	Xenarthra	o__Cingulata	p__Chordata	Priodontes maximus	s__Priodontes_maximus	1056:Pri.max.Seat04J09	sk__Eukaryota	183752	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	maximus	Comparison of microbial flora in ant-eating mammals	wild
1056.Pri.max.Seat.05007	0.0	Pri.max.Seat05007	P1_D7	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant armadillo	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Priodontes	Brazil	Simple	c__Mammalia	Not applicable	f__Chlamyphoridae	g__Priodontes	k__Metazoa	Xenarthra	o__Cingulata	p__Chordata	Priodontes maximus	s__Priodontes_maximus	1056:Pri.max.Seat05007	sk__Eukaryota	183752	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE				1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	maximus	Comparison of microbial flora in ant-eating mammals	wild
1056.Pri.max.Seat.2.02V07	0.0	Pri.max.Seat2.02V07	P1_E7	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant armadillo	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Priodontes	Brazil	Simple	c__Mammalia	Not applicable	f__Chlamyphoridae	g__Priodontes	k__Metazoa	Xenarthra	o__Cingulata	p__Chordata	Priodontes maximus	s__Priodontes_maximus	1056:Pri.max.Seat2.02V07	sk__Eukaryota	183752	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	maximus	Comparison of microbial flora in ant-eating mammals	wild
1056.Pri.max.Seat.2.13B02	0.0	Pri.max.Seat2.13B02	P1_B7	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant armadillo	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Priodontes	Brazil	Simple	c__Mammalia	Not applicable	f__Chlamyphoridae	g__Priodontes	k__Metazoa	Xenarthra	o__Cingulata	p__Chordata	Priodontes maximus	s__Priodontes_maximus	1056:Pri.max.Seat2.13B02	sk__Eukaryota	183752	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	maximus	Comparison of microbial flora in ant-eating mammals	wild
1056.Pri.max.Seat.3.04L11	0.0	Pri.max.Seat3.04L11	P1_C7	UBERON:feces	UBERON:feces	UBERON:feces	2006-01-01	GAZ:Brazil	0	fecal sample from Giant armadillo	Myrmecophage	strict ant and termite eater (>95%)	TRUE	2677	2677.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Priodontes	Brazil	Simple	c__Mammalia	Not applicable	f__Chlamyphoridae	g__Priodontes	k__Metazoa	Xenarthra	o__Cingulata	p__Chordata	Priodontes maximus	s__Priodontes_maximus	1056:Pri.max.Seat3.04L11	sk__Eukaryota	183752	-18.121	-18.121	Missing: Not collected	-52.908	-52.908	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	Missing: Not collected	maximus	Comparison of microbial flora in ant-eating mammals	wild
1056.Pro.cri.Cinci.1	0.0	Pro.cri.Cinci5.1	P1_H5	UBERON:feces	UBERON:feces	UBERON:feces	2012-08-16	GAZ:United States of America	0	fecal sample from Aardwolf	Myrmecophage	strict ant and termite eater (>95%)	TRUE	482	482.0	True	EMP sample	Host-associated	Animal	Animal distal gut	terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	Not applicable	Not applicable	Not applicable	Not applicable	Proteles	United States of America	Simple	c__Mammalia	aardwolf	f__Hyaenidae	g__Proteles	k__Metazoa	Laurasiatheria	o__Carnivora	p__Chordata	Proteles cristatus	s__Proteles_cristatus	1056:Pro.cri.Cinci5.1	sk__Eukaryota	9680	39.167	39.167	adult	-84.5	-84.5	CCME	TRUE	TRUE	Host-associated	Animal	Animal distal gut	1056	gut metagenome	749906	stool	gut metagenome	female	cristatus	Comparison of microbial flora in ant-eating mammals	captive
