sample_name	altitude	altitude_m	anonymized_name	collection_timestamp	country	cultivar	daily_high	daily_low	depth	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	growth_data	growth_stage	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	longitude	longitude_deg	perturbation	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	title	weather_conditions	weekly_ave_high	weekly_ave_low
1642.MS00309	0	0.0	MS00309	2011-08-24	GAZ:Japan	W106	29	24	0	Not applicable	Bulk soil W106 MS00309	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00309	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Anti bird net applied, plants removed in buckets before sampling because of difficulty in access	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	21
1642.MS00310	0	0.0	MS00310	2011-08-24	GAZ:Japan	W106	29	24	0	Not applicable	Bulk soil W106 MS00310	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00310	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Anti bird net applied, plants removed in buckets before sampling because of difficulty in access	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	21
1642.MS00311	0	0.0	MS00311	2011-08-24	GAZ:Japan	W1514	29	24	0	Not applicable	Bulk soil W106 MS00311	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	ripening	reproductive	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00311	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Anti bird net applied, plants removed in buckets before sampling because of difficulty in access	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	21
1642.MS00312	0	0.0	MS00312	2011-08-24	GAZ:Japan	W1514	29	24	0	Not applicable	Bulk soil W1514 MS00312	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	ripening	reproductive	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00312	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Anti bird net applied, plants removed in buckets before sampling because of difficulty in access	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	21
1642.MS00313	0	0.0	MS00313	2011-08-24	GAZ:Japan	W1514	29	24	0	Not applicable	Bulk soil W1514 MS00313	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	ripening	reproductive	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00313	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Anti bird net applied, plants removed in buckets before sampling because of difficulty in access	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	21
1642.MS00314	0	0.0	MS00314	2011-08-24	GAZ:Japan	W1514	29	24	0	Not applicable	Bulk soil W1514 MS00314	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	ripening	reproductive	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00314	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Anti bird net applied, plants removed in buckets before sampling because of difficulty in access	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	21
1642.MS00315	0	0.0	MS00315	2011-08-24	GAZ:Japan	W1514	29	24	0	Not applicable	Bulk soil W1514 MS00315	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	ripening	reproductive	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00315	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Anti bird net applied, plants removed in buckets before sampling because of difficulty in access	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	21
1642.MS00316	0	0.0	MS00316	2011-08-24	GAZ:Japan	W1514	29	24	0	Not applicable	Bulk soil W1514 MS00316	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	ripening	reproductive	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00316	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Anti bird net applied, plants removed in buckets before sampling because of difficulty in access	UCSDMI	TRUE	TRUE				1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	21
1642.MS00317	0	0.0	MS00317	2011-08-24	GAZ:Japan	W1514	29	24	0	Not applicable	Bulk soil W1514 MS00317	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	ripening	reproductive	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00317	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Anti bird net applied, plants removed in buckets before sampling because of difficulty in access	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	21
1642.MS00318	0	0.0	MS00318	2011-08-24	GAZ:Japan	W1514	29	24	0	Not applicable	Bulk soil W1514 MS00318	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	ripening	reproductive	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00318	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Anti bird net applied, plants removed in buckets before sampling because of difficulty in access	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	21
1642.MS00319	0	0.0	MS00319	2011-08-24	GAZ:Japan	W1514	29	24	0	Not applicable	Bulk soil W1514 MS00319	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	ripening	reproductive	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00319	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Anti bird net applied, plants removed in buckets before sampling because of difficulty in access	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	21
1642.MS00320	0	0.0	MS00320	2011-08-24	GAZ:Japan	W1514	29	24	0	Not applicable	Bulk soil W1514 MS00320	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	ripening	reproductive	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00320	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Anti bird net applied, plants removed in buckets before sampling because of difficulty in access	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	21
1642.MS00321	0	0.0	MS00321	2011-08-31	GAZ:Japan	Missing: Not provided	Missing: Not provided	Missing: Not provided	0	Not applicable	water unknown MS00321	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Water (non-saline)	cropland biome	rice field	fresh water	fresh water	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	Not applicable	Not applicable	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00321	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Water (non-saline)	1642	freshwater metagenome	449393	fresh water	freshwater metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	Not applicable		
1642.MS00322	0	0.0	MS00322	2011-08-31	GAZ:Japan	Missing: Not provided	Missing: Not provided	Missing: Not provided	0	Not applicable	water unknown MS00322	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Water (non-saline)	cropland biome	rice field	fresh water	fresh water	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	Not applicable	Not applicable	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00322	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Water (non-saline)	1642	soil metagenome	410658	fresh water	freshwater metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	Not applicable		
1642.MS00323	0	0.0	MS00323	2011-08-31	GAZ:Japan	Missing: Not provided	Missing: Not provided	Missing: Not provided	0	Not applicable	water unknown MS00323	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Water (non-saline)	cropland biome	rice field	fresh water	fresh water	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	Not applicable	Not applicable	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00323	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Water (non-saline)	1642	soil metagenome	410658	fresh water	freshwater metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	Not applicable		
1642.MS00324	0	0.0	MS00324	2011-08-31	GAZ:Japan	Missing: Not provided	Missing: Not provided	Missing: Not provided	0	Not applicable	water unknown MS00324	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Water (non-saline)	cropland biome	rice field	fresh water	fresh water	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	Not applicable	Not applicable	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00324	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Water (non-saline)	1642	soil metagenome	410658	fresh water	freshwater metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	Not applicable		
1642.MS00325	0	0.0	MS00325	2011-08-31	GAZ:Japan	Missing: Not provided	Missing: Not provided	Missing: Not provided	0	Not applicable	water unknown MS00325	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Water (non-saline)	cropland biome	rice field	fresh water	fresh water	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	Not applicable	Not applicable	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00325	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Water (non-saline)	1642	soil metagenome	410658	fresh water	freshwater metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	Not applicable		
1642.MS00326	0	0.0	MS00326	2011-08-31	GAZ:Japan	Missing: Not provided	Missing: Not provided	Missing: Not provided	0	Not applicable	water unknown MS00326	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Water (non-saline)	cropland biome	rice field	fresh water	fresh water	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	Not applicable	Not applicable	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00326	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Water (non-saline)	1642	soil metagenome	410658	fresh water	freshwater metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	Not applicable		
1642.MS00327	0	0.0	MS00327	2011-08-31	GAZ:Japan	Missing: Not provided	Missing: Not provided	Missing: Not provided	0	Not applicable	water unknown MS00327	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Water (non-saline)	cropland biome	rice field	fresh water	fresh water	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	Not applicable	Not applicable	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00327	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Water (non-saline)	1642	soil metagenome	410658	fresh water	freshwater metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	Not applicable		
1642.MS00328	0	0.0	MS00328	2011-08-31	GAZ:Japan	Missing: Not provided	Missing: Not provided	Missing: Not provided	0	Not applicable	water unknown MS00328	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Water (non-saline)	cropland biome	rice field	fresh water	fresh water	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	Not applicable	Not applicable	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00328	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Water (non-saline)	1642	soil metagenome	410658	fresh water	freshwater metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	Not applicable		
1642.MS00329	0	0.0	MS00329	2011-08-31	GAZ:Japan	Missing: Not provided	Missing: Not provided	Missing: Not provided	0	Not applicable	water unknown MS00329	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Water (non-saline)	cropland biome	rice field	fresh water	fresh water	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	Not applicable	Not applicable	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00329	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Water (non-saline)	1642	soil metagenome	410658	fresh water	freshwater metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	Not applicable		
1642.MS00330	0	0.0	MS00330	2011-08-31	GAZ:Japan	Missing: Not provided	Missing: Not provided	Missing: Not provided	0	Not applicable	water unknown MS00330	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Water (non-saline)	cropland biome	rice field	fresh water	fresh water	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	Not applicable	Not applicable	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00330	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Water (non-saline)	1642	soil metagenome	410658	fresh water	freshwater metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	Not applicable		
1642.MS00331	0	0.0	MS00331	2011-06-16	GAZ:Japan	Nipponbare	21	18	0	Not applicable	rhizosphere Nipponbare MS00331	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	3 to 4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00331	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00332	0	0.0	MS00332	2011-06-16	GAZ:Japan	Nipponbare	21	18	0	Not applicable	rhizosphere Nipponbare MS00332	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	3 to 4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00332	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00333	0	0.0	MS00333	2011-06-16	GAZ:Japan	Nipponbare	21	18	0	Not applicable	rhizosphere Nipponbare MS00333	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	3 to 4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00333	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00334	0	0.0	MS00334	2011-06-16	GAZ:Japan	Nipponbare	21	18	0	Not applicable	rhizosphere Nipponbare MS00334	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	3 to 4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00334	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00335	0	0.0	MS00335	2011-06-16	GAZ:Japan	Nipponbare	21	18	0	Not applicable	rhizosphere Nipponbare MS00335	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	3 to 4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00335	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00336	0	0.0	MS00336	2011-06-16	GAZ:Japan	Nipponbare	21	18	0	Not applicable	rhizosphere Nipponbare MS00336	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	3 to 4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00336	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00337	0	0.0	MS00337	2011-06-16	GAZ:Japan	Nipponbare	21	18	0	Not applicable	rhizosphere Nipponbare MS00337	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	3 to 4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00337	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00338	0	0.0	MS00338	2011-06-16	GAZ:Japan	Nipponbare	21	18	0	Not applicable	rhizosphere Nipponbare MS00338	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	3 to 4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00338	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00339	0	0.0	MS00339	2011-06-16	GAZ:Japan	Nipponbare	21	18	0	Not applicable	rhizosphere Nipponbare MS00339	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	3 to 4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00339	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00340	0	0.0	MS00340	2011-06-16	GAZ:Japan	Nipponbare	21	18	0	Not applicable	rhizosphere Nipponbare MS00340	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	3 to 4 leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00340	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
