sample_name	altitude	altitude_m	anonymized_name	bird_family	bird_order	body_habitat	body_product	body_site	collection_timestamp	country	depth	depth_m	description	diet	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	habitat	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	life_stage	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	title
1773.Columb.talpa5.crop	0	0.0	COP63	Columbidae	Columbiformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:crop	2008-02-04	GAZ:Venezuela	0	0	Crop Columbina talpacoti	Granivorous	True	1100	1100	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	True	Urban area	c__Aves	Ruddy ground dove	f__Columbidae	g__Columbina	k__Metazoa	o__Columbiformes	p__Chordata	Columbina talpacoti	s__Columbina_talpacoti	Ct5	sk__Eukaryota	504887	10.461667	10.461667	adult	66.839444	66.839444	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Crop	gut metagenome	female	Garcia_bird_gutmicrobiome
1773.Columb.talpa5.gizz	0	0.0	COP65	Columbidae	Columbiformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:gizzard	2008-02-04	GAZ:Venezuela	0	0	Gizzard Columbina talpacoti	Granivorous	True	1100	1100	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	True	Urban area	c__Aves	Ruddy ground dove	f__Columbidae	g__Columbina	k__Metazoa	o__Columbiformes	p__Chordata	Columbina talpacoti	s__Columbina_talpacoti	Ct5	sk__Eukaryota	504887	10.461667	10.461667	adult	66.839444	66.839444	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Gizzard	gut metagenome	female	Garcia_bird_gutmicrobiome
1773.Columb.talpa5.lgi	0	0.0	COP67	Columbidae	Columbiformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2008-02-04	GAZ:Venezuela	0	0	Lower intestine Columbina talpacoti	Granivorous	True	1100	1100	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	True	Urban area	c__Aves	Ruddy ground dove	f__Columbidae	g__Columbina	k__Metazoa	o__Columbiformes	p__Chordata	Columbina talpacoti	s__Columbina_talpacoti	Ct5	sk__Eukaryota	504887	10.461667	10.461667	adult	66.839444	66.839444	ANL	True	True	Host-associated	Animal	Animal distal gut	1773	gut metagenome	749906	Lower intestine	gut metagenome	female	Garcia_bird_gutmicrobiome
1773.Columb.talpa5.ugi	0	0.0	COP66	Columbidae	Columbiformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2008-02-04	GAZ:Venezuela	0	0	Upper intestine Columbina talpacoti	Granivorous	True	1100	1100	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	True	Urban area	c__Aves	Ruddy ground dove	f__Columbidae	g__Columbina	k__Metazoa	o__Columbiformes	p__Chordata	Columbina talpacoti	s__Columbina_talpacoti	Ct5	sk__Eukaryota	504887	10.461667	10.461667	adult	66.839444	66.839444	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Upper intestine	gut metagenome	female	Garcia_bird_gutmicrobiome
1773.Columb.talpa6.crop	0	0.0	COP68	Columbidae	Columbiformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:crop	2008-02-04	GAZ:Venezuela	0	0	Crop Columbina talpacoti	Granivorous	True	1100	1100	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	True	Urban area	c__Aves	Ruddy ground dove	f__Columbidae	g__Columbina	k__Metazoa	o__Columbiformes	p__Chordata	Columbina talpacoti	s__Columbina_talpacoti	Ct6	sk__Eukaryota	504887	10.461667	10.461667	adult	66.839444	66.839444	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Crop	gut metagenome	female	Garcia_bird_gutmicrobiome
1773.Columb.talpa6.gizz	0	0.0	COP70	Columbidae	Columbiformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:gizzard	2008-02-04	GAZ:Venezuela	0	0	Gizzard Columbina talpacoti	Granivorous	True	1100	1100	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	True	Urban area	c__Aves	Ruddy ground dove	f__Columbidae	g__Columbina	k__Metazoa	o__Columbiformes	p__Chordata	Columbina talpacoti	s__Columbina_talpacoti	Ct6	sk__Eukaryota	504887	10.461667	10.461667	adult	66.839444	66.839444	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Gizzard	gut metagenome	female	Garcia_bird_gutmicrobiome
1773.Columb.talpa6.lgi	0	0.0	COP72	Columbidae	Columbiformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2008-02-04	GAZ:Venezuela	0	0	Lower intestine Columbina talpacoti	Granivorous	True	1100	1100	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	True	Urban area	c__Aves	Ruddy ground dove	f__Columbidae	g__Columbina	k__Metazoa	o__Columbiformes	p__Chordata	Columbina talpacoti	s__Columbina_talpacoti	Ct6	sk__Eukaryota	504887	10.461667	10.461667	adult	66.839444	66.839444	ANL	True	True	Host-associated	Animal	Animal distal gut	1773	gut metagenome	749906	Lower intestine	gut metagenome	female	Garcia_bird_gutmicrobiome
1773.Columb.talpa6.ugi	0	0.0	COP71	Columbidae	Columbiformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2008-02-04	GAZ:Venezuela	0	0	Upper intestine Columbina talpacoti	Granivorous	True	1100	1100	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	True	Urban area	c__Aves	Ruddy ground dove	f__Columbidae	g__Columbina	k__Metazoa	o__Columbiformes	p__Chordata	Columbina talpacoti	s__Columbina_talpacoti	Ct6	sk__Eukaryota	504887	10.461667	10.461667	adult	66.839444	66.839444	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Upper intestine	gut metagenome	female	Garcia_bird_gutmicrobiome
1773.Platy.flav1.gizz	0	0.0	COP16	Turdidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:gizzard	2007-11-30	GAZ:Venezuela	0	0	Gizzard Platycichla flavipes	Omnivorous	True	1350	1350	True	EMP sample	Host-associated	Animal	Animal proximal gut	forest biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	forest biome	Not applicable	Not applicable	Not applicable	True	secondary forest	c__	Not applicable	f__	g__	k__	o__	p__	Platycichla flavipes	s__	Pf1	sk__	411553	9.961667	9.961667	adult	68.671944	68.671944	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Gizzard	gut metagenome	male	Garcia_bird_gutmicrobiome
1773.Platy.flav1.lgi	0	0.0	COP18	Turdidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2007-11-30	GAZ:Venezuela	0	0	Lower intestine Platycichla flavipes	Omnivorous	True	1350	1350	True	EMP sample	Host-associated	Animal	Animal distal gut	forest biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	forest biome	Not applicable	Not applicable	Not applicable	True	secondary forest	c__	Not applicable	f__	g__	k__	o__	p__	Platycichla flavipes	s__	Pf1	sk__	411553	9.961667	9.961667	adult	68.671944	68.671944	ANL	True	True	Host-associated	Animal	Animal distal gut	1773	gut metagenome	749906	Lower intestine	gut metagenome	male	Garcia_bird_gutmicrobiome
1773.Platy.flav1.ugi	0	0.0	COP17	Turdidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2007-11-30	GAZ:Venezuela	0	0	Upper intestine Platycichla flavipes	Omnivorous	True	1350	1350	True	EMP sample	Host-associated	Animal	Animal proximal gut	forest biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	forest biome	Not applicable	Not applicable	Not applicable	True	secondary forest	c__	Not applicable	f__	g__	k__	o__	p__	Platycichla flavipes	s__	Pf1	sk__	411553	9.961667	9.961667	adult	68.671944	68.671944	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Upper intestine	gut metagenome	male	Garcia_bird_gutmicrobiome
1773.Platy.flav2.gizz	0	0.0	COP19	Turdidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:gizzard	2007-11-30	GAZ:Venezuela	0	0	Gizzard Platycichla flavipes	Omnivorous	True	1350	1350	True	EMP sample	Host-associated	Animal	Animal proximal gut	forest biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	forest biome	Not applicable	Not applicable	Not applicable	True	secondary forest	c__	Not applicable	f__	g__	k__	o__	p__	Platycichla flavipes	s__	Pf2	sk__	411553	9.961667	9.961667	adult	68.671944	68.671944	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Gizzard	gut metagenome	female	Garcia_bird_gutmicrobiome
1773.Platy.flav2.lgi	0	0.0	COP21	Turdidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2007-11-30	GAZ:Venezuela	0	0	Lower intestine Platycichla flavipes	Omnivorous	True	1350	1350	True	EMP sample	Host-associated	Animal	Animal distal gut	forest biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	forest biome	Not applicable	Not applicable	Not applicable	True	secondary forest	c__	Not applicable	f__	g__	k__	o__	p__	Platycichla flavipes	s__	Pf2	sk__	411553	9.961667	9.961667	adult	68.671944	68.671944	ANL	True	True	Host-associated	Animal	Animal distal gut	1773	gut metagenome	749906	Lower intestine	gut metagenome	female	Garcia_bird_gutmicrobiome
1773.Platy.flav2.ugi	0	0.0	COP20	Turdidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2007-11-30	GAZ:Venezuela	0	0	Upper intestine Platycichla flavipes	Omnivorous	True	1350	1350	True	EMP sample	Host-associated	Animal	Animal proximal gut	forest biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	forest biome	Not applicable	Not applicable	Not applicable	True	secondary forest	c__	Not applicable	f__	g__	k__	o__	p__	Platycichla flavipes	s__	Pf2	sk__	411553	9.961667	9.961667	adult	68.671944	68.671944	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Upper intestine	gut metagenome	female	Garcia_bird_gutmicrobiome
1773.Rhamp.carbo1.gizz	0	0.0	COP1	Thraupidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:gizzard	2008-01-28	GAZ:Venezuela	0	0	Gizzard Ramphocelus carbo	Frugivorous	True	123	123	True	EMP sample	Host-associated	Animal	Animal proximal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	stubble	c__Aves	silver-beaked tanager	f__Thraupidae	g__Ramphocelus	k__Metazoa	o__Passeriformes	p__Chordata	Ramphocelus carbo	s__Ramphocelus_carbo	Rc1	sk__Eukaryota	36730	6.07	6.07	adult	61.468889	61.468889	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Gizzard	gut metagenome	male	Garcia_bird_gutmicrobiome
1773.Rhamp.carbo1.lgi	0	0.0	COP3	Thraupidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2008-01-28	GAZ:Venezuela	0	0	Lower intestine Ramphocelus carbo	Frugivorous	True	123	123	True	EMP sample	Host-associated	Animal	Animal distal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	stubble	c__Aves	silver-beaked tanager	f__Thraupidae	g__Ramphocelus	k__Metazoa	o__Passeriformes	p__Chordata	Ramphocelus carbo	s__Ramphocelus_carbo	Rc1	sk__Eukaryota	36730	6.07	6.07	adult	61.468889	61.468889	ANL	True	True	Host-associated	Animal	Animal distal gut	1773	gut metagenome	749906	Lower intestine	gut metagenome	male	Garcia_bird_gutmicrobiome
1773.Rhamp.carbo1.ugi	0	0.0	COP2	Thraupidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2008-01-28	GAZ:Venezuela	0	0	Upper intestine Ramphocelus carbo	Frugivorous	True	123	123	True	EMP sample	Host-associated	Animal	Animal proximal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	stubble	c__Aves	silver-beaked tanager	f__Thraupidae	g__Ramphocelus	k__Metazoa	o__Passeriformes	p__Chordata	Ramphocelus carbo	s__Ramphocelus_carbo	Rc1	sk__Eukaryota	36730	6.07	6.07	adult	61.468889	61.468889	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Upper intestine	gut metagenome	male	Garcia_bird_gutmicrobiome
1773.Rhamp.carbo2.gizz	0	0.0	COP4	Thraupidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:gizzard	2008-01-28	GAZ:Venezuela	0	0	Gizzard Ramphocelus carbo	Frugivorous	True	123	123	True	EMP sample	Host-associated	Animal	Animal proximal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	stubble	c__Aves	silver-beaked tanager	f__Thraupidae	g__Ramphocelus	k__Metazoa	o__Passeriformes	p__Chordata	Ramphocelus carbo	s__Ramphocelus_carbo	Rc2	sk__Eukaryota	36730	6.07	6.07	adult	61.468889	61.468889	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Gizzard	gut metagenome	female	Garcia_bird_gutmicrobiome
1773.Rhamp.carbo2.lgi	0	0.0	COP6	Thraupidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2008-01-28	GAZ:Venezuela	0	0	Lower intestine Ramphocelus carbo	Frugivorous	True	123	123	True	EMP sample	Host-associated	Animal	Animal distal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	stubble	c__Aves	silver-beaked tanager	f__Thraupidae	g__Ramphocelus	k__Metazoa	o__Passeriformes	p__Chordata	Ramphocelus carbo	s__Ramphocelus_carbo	Rc2	sk__Eukaryota	36730	6.07	6.07	adult	61.468889	61.468889	ANL	True	True	Host-associated	Animal	Animal distal gut	1773	gut metagenome	749906	Lower intestine	gut metagenome	female	Garcia_bird_gutmicrobiome
1773.Rhamp.carbo2.ugi	0	0.0	COP5	Thraupidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2008-01-28	GAZ:Venezuela	0	0	Upper intestine Ramphocelus carbo	Frugivorous	True	123	123	True	EMP sample	Host-associated	Animal	Animal proximal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	stubble	c__Aves	silver-beaked tanager	f__Thraupidae	g__Ramphocelus	k__Metazoa	o__Passeriformes	p__Chordata	Ramphocelus carbo	s__Ramphocelus_carbo	Rc2	sk__Eukaryota	36730	6.07	6.07	adult	61.468889	61.468889	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Upper intestine	gut metagenome	female	Garcia_bird_gutmicrobiome
1773.Rhamp.carbo3.gizz	0	0.0	COP108	Thraupidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:gizzard	2008-03-29	GAZ:Venezuela	0	0	Gizzard Ramphocelus carbo	Frugivorous	True	1250	1250	True	EMP sample	Host-associated	Animal	Animal proximal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	scrubland	c__Aves	silver-beaked tanager	f__Thraupidae	g__Ramphocelus	k__Metazoa	o__Passeriformes	p__Chordata	Ramphocelus carbo	s__Ramphocelus_carbo	Rc3	sk__Eukaryota	36730	8.878333	8.878333	adult	70.491111	70.491111	ANL	True	True				1773	gut metagenome	749906	Gizzard	gut metagenome	male	Garcia_bird_gutmicrobiome
1773.Rhamp.carbo3.lgi	0	0.0	COP110	Thraupidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2008-03-29	GAZ:Venezuela	0	0	Lower intestine Ramphocelus carbo	Frugivorous	True	1250	1250	True	EMP sample	Host-associated	Animal	Animal distal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	scrubland	c__Aves	silver-beaked tanager	f__Thraupidae	g__Ramphocelus	k__Metazoa	o__Passeriformes	p__Chordata	Ramphocelus carbo	s__Ramphocelus_carbo	Rc3	sk__Eukaryota	36730	8.878333	8.878333	adult	70.491111	70.491111	ANL	True	True				1773	gut metagenome	749906	Lower intestine	gut metagenome	male	Garcia_bird_gutmicrobiome
1773.Rhamp.carbo3.ugi	0	0.0	COP109	Thraupidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2008-03-29	GAZ:Venezuela	0	0	Upper intestine Ramphocelus carbo	Frugivorous	True	1250	1250	True	EMP sample	Host-associated	Animal	Animal proximal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	scrubland	c__Aves	silver-beaked tanager	f__Thraupidae	g__Ramphocelus	k__Metazoa	o__Passeriformes	p__Chordata	Ramphocelus carbo	s__Ramphocelus_carbo	Rc3	sk__Eukaryota	36730	8.878333	8.878333	adult	70.491111	70.491111	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Upper intestine	gut metagenome	male	Garcia_bird_gutmicrobiome
1773.Salt.max1.gizz	0	0.0	COP13	Cardinalidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:gizzard	2007-11-29	GAZ:Venezuela	0	0	Gizzard Saltator maximus	Frugivorous	True	1350	1350	True	EMP sample	Host-associated	Animal	Animal proximal gut	forest biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	forest biome	Not applicable	Not applicable	Not applicable	True	secondary forest	c__Aves	Buff-throated saltator	f__Thraupidae	g__Saltator	k__Metazoa	o__Passeriformes	p__Chordata	Saltator maximus	s__Saltator_maximus	Sm1	sk__Eukaryota	460219	9.961667	9.961667	adult	68.671944	68.671944	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Gizzard	gut metagenome		Garcia_bird_gutmicrobiome
1773.Salt.max1.lgi	0	0.0	COP15	Cardinalidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2007-11-29	GAZ:Venezuela	0	0	Lower intestine Saltator maximus	Frugivorous	True	1350	1350	True	EMP sample	Host-associated	Animal	Animal distal gut	forest biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	forest biome	Not applicable	Not applicable	Not applicable	True	secondary forest	c__Aves	Buff-throated saltator	f__Thraupidae	g__Saltator	k__Metazoa	o__Passeriformes	p__Chordata	Saltator maximus	s__Saltator_maximus	Sm1	sk__Eukaryota	460219	9.961667	9.961667	adult	68.671944	68.671944	ANL	True	True	Host-associated	Animal	Animal distal gut	1773	gut metagenome	749906	Lower intestine	gut metagenome		Garcia_bird_gutmicrobiome
1773.Salt.max1.ugi	0	0.0	COP14	Cardinalidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2007-11-29	GAZ:Venezuela	0	0	Upper intestine Saltator maximus	Frugivorous	True	1350	1350	True	EMP sample	Host-associated	Animal	Animal proximal gut	forest biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	forest biome	Not applicable	Not applicable	Not applicable	True	secondary forest	c__Aves	Buff-throated saltator	f__Thraupidae	g__Saltator	k__Metazoa	o__Passeriformes	p__Chordata	Saltator maximus	s__Saltator_maximus	Sm1	sk__Eukaryota	460219	9.961667	9.961667	adult	68.671944	68.671944	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Upper intestine	gut metagenome		Garcia_bird_gutmicrobiome
1773.Salt.max2.gizz	0	0.0	COP25	Cardinalidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:gizzard	2008-06-01	GAZ:Venezuela	0	0	Gizzard Saltator maximus	Frugivorous	True	1350	1350	True	EMP sample	Host-associated	Animal	Animal proximal gut	forest biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	forest biome	Not applicable	Not applicable	Not applicable	True	secondary forest	c__Aves	Buff-throated saltator	f__Thraupidae	g__Saltator	k__Metazoa	o__Passeriformes	p__Chordata	Saltator maximus	s__Saltator_maximus	Sm2	sk__Eukaryota	460219	9.961667	9.961667	adult	68.671944	68.671944	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Gizzard	gut metagenome		Garcia_bird_gutmicrobiome
1773.Salt.max2.lgi	0	0.0	COP27	Cardinalidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2008-06-01	GAZ:Venezuela	0	0	Lower intestine Saltator maximus	Frugivorous	True	1350	1350	True	EMP sample	Host-associated	Animal	Animal distal gut	forest biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	forest biome	Not applicable	Not applicable	Not applicable	True	secondary forest	c__Aves	Buff-throated saltator	f__Thraupidae	g__Saltator	k__Metazoa	o__Passeriformes	p__Chordata	Saltator maximus	s__Saltator_maximus	Sm2	sk__Eukaryota	460219	9.961667	9.961667	adult	68.671944	68.671944	ANL	True	True	Host-associated	Animal	Animal distal gut	1773	gut metagenome	749906	Lower intestine	gut metagenome		Garcia_bird_gutmicrobiome
1773.Salt.max2.ugi	0	0.0	COP26	Cardinalidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2008-06-01	GAZ:Venezuela	0	0	Upper intestine Saltator maximus	Frugivorous	True	1350	1350	True	EMP sample	Host-associated	Animal	Animal proximal gut	forest biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	forest biome	Not applicable	Not applicable	Not applicable	True	secondary forest	c__Aves	Buff-throated saltator	f__Thraupidae	g__Saltator	k__Metazoa	o__Passeriformes	p__Chordata	Saltator maximus	s__Saltator_maximus	Sm2	sk__Eukaryota	460219	9.961667	9.961667	adult	68.671944	68.671944	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Upper intestine	gut metagenome		Garcia_bird_gutmicrobiome
1773.Salt.max3.gizz	0	0.0	COP78	Cardinalidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:gizzard	2008-03-31	GAZ:Venezuela	0	0	Gizzard Saltator maximus	Frugivorous	True	1250	1250	True	EMP sample	Host-associated	Animal	Animal proximal gut	cropland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	True	coffee lots	c__Aves	Buff-throated saltator	f__Thraupidae	g__Saltator	k__Metazoa	o__Passeriformes	p__Chordata	Saltator maximus	s__Saltator_maximus	Sm3	sk__Eukaryota	460219	8.878333	8.878333	adult	70.491111	70.491111	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Gizzard	gut metagenome	male	Garcia_bird_gutmicrobiome
1773.Salt.max3.lgi	0	0.0	COP80	Cardinalidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2008-03-31	GAZ:Venezuela	0	0	Lower intestine Saltator maximus	Frugivorous	True	1250	1250	True	EMP sample	Host-associated	Animal	Animal distal gut	cropland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	True	coffee lots	c__Aves	Buff-throated saltator	f__Thraupidae	g__Saltator	k__Metazoa	o__Passeriformes	p__Chordata	Saltator maximus	s__Saltator_maximus	Sm3	sk__Eukaryota	460219	8.878333	8.878333	adult	70.491111	70.491111	ANL	True	True	Host-associated	Animal	Animal distal gut	1773	gut metagenome	749906	Lower intestine	gut metagenome	male	Garcia_bird_gutmicrobiome
1773.Salt.max3.ugi	0	0.0	COP79	Cardinalidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2008-03-31	GAZ:Venezuela	0	0	Upper intestine Saltator maximus	Frugivorous	True	1250	1250	True	EMP sample	Host-associated	Animal	Animal proximal gut	cropland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	True	coffee lots	c__Aves	Buff-throated saltator	f__Thraupidae	g__Saltator	k__Metazoa	o__Passeriformes	p__Chordata	Saltator maximus	s__Saltator_maximus	Sm3	sk__Eukaryota	460219	8.878333	8.878333	adult	70.491111	70.491111	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Upper intestine	gut metagenome	male	Garcia_bird_gutmicrobiome
1773.Salt.max4.gizz	0	0.0	COP105	Cardinalidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:gizzard	2008-03-29	GAZ:Venezuela	0	0	Gizzard Saltator maximus	Frugivorous	True	1250	1250	True	EMP sample	Host-associated	Animal	Animal proximal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	scrubland	c__Aves	Buff-throated saltator	f__Thraupidae	g__Saltator	k__Metazoa	o__Passeriformes	p__Chordata	Saltator maximus	s__Saltator_maximus	Sm4	sk__Eukaryota	460219	8.878333	8.878333	adult	70.491111	70.491111	ANL	True	True	Host-associated	Animal	Animal proximal gut	1773	gut metagenome	749906	Gizzard	gut metagenome		Garcia_bird_gutmicrobiome
1773.Salt.max4.lgi	0	0.0	COP107	Cardinalidae	Passeriformes	UBERON:gastrointestinal system	UBERON:tissue	UBERON:intestine	2008-03-29	GAZ:Venezuela	0	0	Lower intestine Saltator maximus	Frugivorous	True	1250	1250	True	EMP sample	Host-associated	Animal	Animal distal gut	shrubland biome	animal-associated habitat	excreta	host-associated	biome	terrestrial biome	shrubland biome	Not applicable	Not applicable	Not applicable	True	scrubland	c__Aves	Buff-throated saltator	f__Thraupidae	g__Saltator	k__Metazoa	o__Passeriformes	p__Chordata	Saltator maximus	s__Saltator_maximus	Sm4	sk__Eukaryota	460219	8.878333	8.878333	adult	70.491111	70.491111	ANL	True	True	Host-associated	Animal	Animal distal gut	1773	gut metagenome	749906	Lower intestine	gut metagenome		Garcia_bird_gutmicrobiome
