sample_name	altitude_m	anonymized_name	body_habitat	body_product	body_site	collection_timestamp	country	depth_m	description	disease_stat	disease_status	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	title	wsg84
894.SV1288.lane5.NoIndex.L005	0.0	SV1288	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Kangaroo feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	SV1288	sk__Eukaryota	9322	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1289.lane5.NoIndex.L005	0.0	SV1289	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Kangaroo feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	SV1289	sk__Eukaryota	9322	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1290.lane5.NoIndex.L005	0.0	SV1290	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Wombat feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	wombats	f__Vombatidae	g__	k__Metazoa	o__Diprotodontia	p__Chordata	Vombatidae	s__	SV1290	sk__Eukaryota	9338	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1291.lane5.NoIndex.L005	0.0	SV1291	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Wombat feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	wombats	f__Vombatidae	g__	k__Metazoa	o__Diprotodontia	p__Chordata	Vombatidae	s__	SV1291	sk__Eukaryota	9338	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1292.lane5.NoIndex.L005	0.0	SV1292	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Wombat feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	wombats	f__Vombatidae	g__	k__Metazoa	o__Diprotodontia	p__Chordata	Vombatidae	s__	SV1292	sk__Eukaryota	9338	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1293.lane5.NoIndex.L005	0.0	SV1293	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Wombat feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	wombats	f__Vombatidae	g__	k__Metazoa	o__Diprotodontia	p__Chordata	Vombatidae	s__	SV1293	sk__Eukaryota	9338	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1294.lane5.NoIndex.L005	0.0	SV1294	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Kangaroo feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	kangaroo	f__Macropodidae	g__Macropus	k__Metazoa	o__Diprotodontia	p__Chordata	Macropus sp.	s__Macropus_sp.	SV1294	sk__Eukaryota	9322	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1295.lane5.NoIndex.L005	0.0	SV1295	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Wombat feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	wombats	f__Vombatidae	g__	k__Metazoa	o__Diprotodontia	p__Chordata	Vombatidae	s__	SV1295	sk__Eukaryota	9338	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1296.lane5.NoIndex.L005	0.0	SV1296	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Wombat feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	wombats	f__Vombatidae	g__	k__Metazoa	o__Diprotodontia	p__Chordata	Vombatidae	s__	SV1296	sk__Eukaryota	9338	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1297.lane5.NoIndex.L005	0.0	SV1297	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Wombat feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	wombats	f__Vombatidae	g__	k__Metazoa	o__Diprotodontia	p__Chordata	Vombatidae	s__	SV1297	sk__Eukaryota	9338	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1298.lane5.NoIndex.L005	0.0	SV1298	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Wombat feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	wombats	f__Vombatidae	g__	k__Metazoa	o__Diprotodontia	p__Chordata	Vombatidae	s__	SV1298	sk__Eukaryota	9338	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1299.lane5.NoIndex.L005	0.0	SV1299	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Wombat feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	wombats	f__Vombatidae	g__	k__Metazoa	o__Diprotodontia	p__Chordata	Vombatidae	s__	SV1299	sk__Eukaryota	9338	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1300.lane5.NoIndex.L005	0.0	SV1300	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Rabbit feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	rabbit	f__Leporidae	g__Oryctolagus	k__Metazoa	o__Lagomorpha	p__Chordata	Oryctolagus cuniculus	s__Oryctolagus_cuniculus	SV1300	sk__Eukaryota	9986	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1301.lane5.NoIndex.L005	0.0	SV1301	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Rabbit feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	rabbit	f__Leporidae	g__Oryctolagus	k__Metazoa	o__Lagomorpha	p__Chordata	Oryctolagus cuniculus	s__Oryctolagus_cuniculus	SV1301	sk__Eukaryota	9986	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1302.lane5.NoIndex.L005	0.0	SV1302	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Rabbit feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	rabbit	f__Leporidae	g__Oryctolagus	k__Metazoa	o__Lagomorpha	p__Chordata	Oryctolagus cuniculus	s__Oryctolagus_cuniculus	SV1302	sk__Eukaryota	9986	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1303.lane5.NoIndex.L005	0.0	SV1303	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Rabbit feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	rabbit	f__Leporidae	g__Oryctolagus	k__Metazoa	o__Lagomorpha	p__Chordata	Oryctolagus cuniculus	s__Oryctolagus_cuniculus	SV1303	sk__Eukaryota	9986	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1304.lane5.NoIndex.L005	0.0	SV1304	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Rabbit feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	rabbit	f__Leporidae	g__Oryctolagus	k__Metazoa	o__Lagomorpha	p__Chordata	Oryctolagus cuniculus	s__Oryctolagus_cuniculus	SV1304	sk__Eukaryota	9986	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1305.lane5.NoIndex.L005	0.0	SV1305	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Rabbit feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	rabbit	f__Leporidae	g__Oryctolagus	k__Metazoa	o__Lagomorpha	p__Chordata	Oryctolagus cuniculus	s__Oryctolagus_cuniculus	SV1305	sk__Eukaryota	9986	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1306.lane5.NoIndex.L005	0.0	SV1306	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Rabbit feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	rabbit	f__Leporidae	g__Oryctolagus	k__Metazoa	o__Lagomorpha	p__Chordata	Oryctolagus cuniculus	s__Oryctolagus_cuniculus	SV1306	sk__Eukaryota	9986	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1307.lane5.NoIndex.L005	0.0	SV1307	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Rabbit feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	rabbit	f__Leporidae	g__Oryctolagus	k__Metazoa	o__Lagomorpha	p__Chordata	Oryctolagus cuniculus	s__Oryctolagus_cuniculus	SV1307	sk__Eukaryota	9986	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1308.lane5.NoIndex.L005	0.0	SV1308	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Rabbit feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	rabbit	f__Leporidae	g__Oryctolagus	k__Metazoa	o__Lagomorpha	p__Chordata	Oryctolagus cuniculus	s__Oryctolagus_cuniculus	SV1308	sk__Eukaryota	9986	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1309.lane5.NoIndex.L005	0.0	SV1309	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Rabbit feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	rabbit	f__Leporidae	g__Oryctolagus	k__Metazoa	o__Lagomorpha	p__Chordata	Oryctolagus cuniculus	s__Oryctolagus_cuniculus	SV1309	sk__Eukaryota	9986	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1310.lane5.NoIndex.L005	0.0	SV1310	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Rabbit feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	rabbit	f__Leporidae	g__Oryctolagus	k__Metazoa	o__Lagomorpha	p__Chordata	Oryctolagus cuniculus	s__Oryctolagus_cuniculus	SV1310	sk__Eukaryota	9986	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1311.lane5.NoIndex.L005	0.0	SV1311	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Rabbit feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	rabbit	f__Leporidae	g__Oryctolagus	k__Metazoa	o__Lagomorpha	p__Chordata	Oryctolagus cuniculus	s__Oryctolagus_cuniculus	SV1311	sk__Eukaryota	9986	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1312.lane5.NoIndex.L005	0.0	SV1312	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Unknown host feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__	Not applicable	f__	g__	k__	o__	p__	unidentified	s__unidentified	SV1312	sk__	32644	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1313.lane5.NoIndex.L005	0.0	SV1313	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Unknown host feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__	Not applicable	f__	g__	k__	o__	p__	unidentified	s__unidentified	SV1313	sk__	32644	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1314.lane5.NoIndex.L005	0.0	SV1314	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Unknown host feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__	Not applicable	f__	g__	k__	o__	p__	unidentified	s__unidentified	SV1314	sk__	32644	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1315.lane5.NoIndex.L005	0.0	SV1315	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Unknown host feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__	Not applicable	f__	g__	k__	o__	p__	unidentified	s__unidentified	SV1315	sk__	32644	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1316.lane5.NoIndex.L005	0.0	SV1316	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Unknown host feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__	Not applicable	f__	g__	k__	o__	p__	unidentified	s__unidentified	SV1316	sk__	32644	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1317.lane5.NoIndex.L005	0.0	SV1317	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Unknown host feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__	Not applicable	f__	g__	k__	o__	p__	unidentified	s__unidentified	SV1317	sk__	32644	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1318.lane5.NoIndex.L005	0.0	SV1318	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Unknown host feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__	Not applicable	f__	g__	k__	o__	p__	unidentified	s__unidentified	SV1318	sk__	32644	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1319.lane5.NoIndex.L005	0.0	SV1319	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Unknown host feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__	Not applicable	f__	g__	k__	o__	p__	unidentified	s__unidentified	SV1319	sk__	32644	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1320.lane5.NoIndex.L005	0.0	SV1320	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Unknown host feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__	Not applicable	f__	g__	k__	o__	p__	unidentified	s__unidentified	SV1320	sk__	32644	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1321.lane5.NoIndex.L005	0.0	SV1321	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Unknown host feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__	Not applicable	f__	g__	k__	o__	p__	unidentified	s__unidentified	SV1321	sk__	32644	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
894.SV1322.lane5.NoIndex.L005	0.0	SV1322	UBERON:feces	UBERON:feces	UBERON:feces	2010-05-27	GAZ:Australia	0	Fox feces		None	TRUE	259.3416	259.3416	True	EMP sample	Host-associated	Animal	Animal distal gut	Large river biome	animal-associated habitat	feces	host-associated	biome	aquatic biome	freshwater biome	freshwater river biome	Large river biome	Not applicable	Australia:Victoria	c__Mammalia	red fox	f__Canidae	g__Vulpes	k__Metazoa	o__Carnivora	p__Chordata	Vulpes vulpes	s__Vulpes_vulpes	SV1322	sk__Eukaryota	9627	-37.827006	-37.827006	145.415048	145.415048	University of Melbourne	FALSE	TRUE	Host-associated	Animal	Animal distal gut	894	gut metagenome	749906	stool	gut metagenome	Catchment_sources_of_microbes	UTM: 55H 360515m E 5812195m N
