sample_name	age	age_range	age_unit	altitude_m	anonymized_name	body_habitat	body_product	body_site	body_site_common	collection_timestamp	country	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	longitude	longitude_deg	orig_sample_name	phase	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	taxon_id	title	treatment_group
1799.29.SD1.whole.fly2	19.5	18-21	days	0.0	N_SD25	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Whole body	2013-01-30	GAZ:Puerto Rico	0	Whole adult fly body from a sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD1_whole_fly2	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	29	sleep deprived whole body	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep deprived
1799.3.N.SD.Soup1	19.5	18-21	days	0.0	N_SD_Soup1	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Solution	2013-01-30	GAZ:Puerto Rico	0	Solution where host_subject_id = N_SD1 was soaked for gut dissection (500ul)	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Soup1	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	3	non-sleep deprived soup	UPR	true	true				1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep deprived
1799.30.SD1.Soup1	19.5	18-21	days	0.0	N_SD26	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Solution	2013-01-30	GAZ:Puerto Rico	0	Solution where host_subject_id = SD1 was soaked for gut dissection	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD1_Soup1	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	30	sleep deprived soup	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep deprived
1799.31.SD1.Soup2	19.5	18-21	days	0.0	N_SD27	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Solution	2013-01-30	GAZ:Puerto Rico	0	Solution where host_subject_id = SD2 was soaked for gut dissection	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD1_Soup2	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	31	sleep deprived soup	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep deprived
1799.32.SD1	19.5	18-21	days	0.0	N_SD28	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD1	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	32	sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep deprived
1799.33.SD2	19.5	18-21	days	0.0	N_SD29	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD2	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	33	sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep deprived
1799.34.SD3	19.5	18-21	days	0.0	N_SD30	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD3	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	34	sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep deprived
1799.35.SD4	19.5	18-21	days	0.0	SD1_whole_fly1	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD4	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	35	sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep deprived
1799.36.SD5	19.5	18-21	days	0.0	SD1_whole_fly2	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD5	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	36	sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep deprived
1799.37.SD6	19.5	18-21	days	0.0	SD1_Soup1	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD6	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	37	sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep deprived
1799.38.SD7	19.5	18-21	days	0.0	SD1_Soup2	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD7	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	38	sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep deprived
1799.39.SD8	19.5	18-21	days	0.0	SD1	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD8	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	39	sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep deprived
1799.4.N.SD.Soup2	19.5	18-21	days	0.0	N_SD_Soup2	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Solution	2013-01-30	GAZ:Puerto Rico	0	Solution where host_subject_id = N_SD2 was soaked for gut dissection	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD_Soup2	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	4	non-sleep deprived soup	UPR	true	true				1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep deprived
1799.40.SD9	19.5	18-21	days	0.0	SD2	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD9	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	40	sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep deprived
1799.41.SD10	19.5	18-21	days	0.0	SD3	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD10	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	41	sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep deprived
1799.42.SD11	19.5	18-21	days	0.0	SD4	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD11	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	42	sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep deprived
1799.43.SD12	19.5	18-21	days	0.0	SD5	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD12	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	43	sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep deprived
1799.44.SD13	19.5	18-21	days	0.0	SD6	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD13	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	44	sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep deprived
1799.45.SD14	19.5	18-21	days	0.0	SD7	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD14	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	45	sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep deprived
1799.46.SD15	19.5	18-21	days	0.0	SD8	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD15	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	46	sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep deprived
1799.47.SD16	19.5	18-21	days	0.0	SD9	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD16	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	47	sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep deprived
1799.48.SD17	19.5	18-21	days	0.0	SD10	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD17	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	48	sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep deprived
1799.49.SD18	19.5	18-21	days	0.0	SD11	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD18	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	49	sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep deprived
1799.5.N.SD1	19.5	18-21	days	0.0	N_SD1	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a non-sleep deprived fly (guardar solucion en tubo 3)	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	N_SD1	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	5	non-sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	non-sleep deprived
1799.50.SD19	19.5	18-21	days	0.0	SD12	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD19	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	50	sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep deprived
1799.51.SD20	19.5	18-21	days	0.0	SD13	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD20	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	51	sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep deprived
1799.52.SD21	19.5	18-21	days	0.0	SD14	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD21	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	52	sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep deprived
1799.53.SD22	19.5	18-21	days	0.0	SD15	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD22	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	53	sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep deprived
1799.54.SD23	19.5	18-21	days	0.0	SD16	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD23	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	54	sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep deprived
1799.55.SD24	19.5	18-21	days	0.0	SD17	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD24	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	55	sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep deprived
1799.56.SD25	19.5	18-21	days	0.0	SD18	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-01-30	GAZ:Puerto Rico	0	Gut from a sleep deprived fly	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	SD25	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	56	sleep deprived gut	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	sleep deprived
